ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,상품명,가격,단위,단위_수치,단위_문자,score,url
M00369,발사믹식초,,,362,FALSE,FALSE,FALSE,,,발사믹식초(바벨로/500ml)ea,3880,500ml,500,ml,3.5,https://www.foodspring.co.kr/goods/detail/968184
M00379,바게트,기타,기타,344,FALSE,FALSE,FALSE,,,바게트(라온 냉동 250g x 3입),7048,250g,250,g,3.5,https://www.foodspring.co.kr/goods/detail/773094
M00389,아삭이고추,채소류,열매채소,332,FALSE,FALSE,FALSE,,,아삭이고추 300g [팩],2000,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/843343
M00399,뉴슈가,기타,기타,319,FALSE,FALSE,FALSE,,,뉴슈가 60g/금하,304,60g,60,g,3.5,https://www.foodspring.co.kr/goods/detail/760496
M00409,죽순,기타,기타,302,FALSE,FALSE,FALSE,,,"죽순캔,400g,진양,실온",2376,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/941766
M00419,마른고추,채소류,열매채소,286,FALSE,FALSE,FALSE,,,월남통고추(동성 베트남 작은것 1K) 통고추 베트남고추 건고추 마른고추 식자재 업소용 식당 대량구매 김치재료,21832,1개,1,개,-1.5,https://www.foodspring.co.kr/goods/detail/720531
M00429,로메인,기타,기타,273,FALSE,FALSE,FALSE,,,"로메인,500g,상품,국산",1392,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/693023
M00439,강황가루,곡류·면,밀가루·전분,262,FALSE,FALSE,FALSE,,,강황가루 500g 울금,4640,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/924194
M00449,둥근호박,채소류,열매채소,254,FALSE,TRUE,TRUE,채소류,,둥근호박(상품 KG),3165,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/500032
M00459,주꾸미,기타,주류,246,FALSE,FALSE,FALSE,,,주꾸미(15미 베트남) 200g 냉동,2160,15미,15,미,2.5,https://www.foodspring.co.kr/goods/detail/830745
M00469,타임,기타,기타,236,TRUE,FALSE,TRUE,,,타임(10g),760,10g,10,g,3.5,https://www.foodspring.co.kr/goods/detail/938098
M00479,황설탕,,,232,TRUE,FALSE,TRUE,,,황설탕 1KG 대한제당,1992,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/516949
M00489,삼치,기타,기타,224,FALSE,TRUE,TRUE,수산물,,"삼치(냉동,상품,국산)",4728,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/636509
M00499,맥주,기타,주류,218,FALSE,FALSE,FALSE,,,(소량인쇄가능)업소맥주유리컵 진 빅핸들 유리잔 500ml,3120,500ml,500,ml,0.95,https://www.foodspring.co.kr/goods/detail/929572
M00509,라임,기타,기타,213,FALSE,FALSE,FALSE,,,"라임, 1Kg, 냉동, 베트남",3056,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/693753
M00519,우엉조림,기타,기타,207,FALSE,TRUE,TRUE,채소류,,포에버 우엉조림 2kg 수입산,12236,2kg,2,kg,2.5,https://www.foodspring.co.kr/goods/detail/452390
M00539,미숫가루,곡류·면,밀가루·전분,196,FALSE,FALSE,FALSE,,,미숫가루(17곡/소연),2800,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/623833
M00549,바닐라빈,기타,기타,191,FALSE,FALSE,FALSE,,,바닐라빈파우더_1.59kg/EA,28800,1.59kg,1.59,kg,3.5,https://www.foodspring.co.kr/goods/detail/751559
M00559,장어,기타,기타,184,FALSE,FALSE,FALSE,,,장어(3cm/토막_연안산 1Kg/EA),10065,1Kg,1,Kg,3.45,https://www.foodspring.co.kr/goods/detail/612354
M00569,망고,과일·견과,과일,178,FALSE,TRUE,TRUE,과일류,,"망고,500g, 냉동, 베트남",2104,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/693787
M00599,코코넛밀크,기타,기타,160,FALSE,FALSE,FALSE,,,코코넛밀크(몬유통)400ml,2224,400ml,400,ml,3.5,https://www.foodspring.co.kr/goods/detail/618492
M00609,와인,기타,기타,155,FALSE,FALSE,FALSE,,,폰티 화이트와인 식초 500ml,2800,500ml,500,ml,2.5,https://www.foodspring.co.kr/goods/detail/678084
M00619,옥수수가루,곡류·면,밀가루·전분,150,FALSE,TRUE,TRUE,식량작물,,옥수수가루 500g 콘그릿츠,2000,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/924258
M00629,통후추,,,146,FALSE,FALSE,FALSE,,,통후추 80g,6000,80g,80,g,3.5,https://www.foodspring.co.kr/goods/detail/974739
M00649,녹두,기타,기타,139,FALSE,TRUE,TRUE,식량작물,,녹두빈대떡가루(승진),2400,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/551819
M00659,방아잎,기타,기타,136,FALSE,FALSE,FALSE,,,방아잎(KG)/국내산,8175,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/500198
M00669,발사믹드레싱,기타,기타,132,TRUE,FALSE,TRUE,,,발사믹드레싱(폰타나)270g,3264,270g,270,g,3.5,https://www.foodspring.co.kr/goods/detail/811611
M00679,홍합살,기타,기타,128,FALSE,TRUE,TRUE,수산물,,홍합살(냉동) 200g,1096,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/564129
M00689,쌀떡,곡류·면,떡,126,FALSE,FALSE,FALSE,,,쌀떡(신천/1.4kg/진공/수입쌀),2600,1.4kg,1.4,kg,3.5,https://www.foodspring.co.kr/goods/detail/48192
M00699,무청,양념·기름,식초·발효,123,FALSE,FALSE,FALSE,,,무청시래기(마당발/냉동/중국)1kg,1512,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/844129
M00709,동그랑땡,기타,기타,121,FALSE,FALSE,FALSE,,,동그랑땡(알찬/굿딜/대창)1kg,2968,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/845016
M00719,아몬드분말,과일·견과,견과·씨앗,118,FALSE,TRUE,TRUE,특용작물,,아몬드분말(스웰/공명/과세)1kg,13784,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/967107
M00729,볶은콩가루,곡류·면,밀가루·전분,117,FALSE,FALSE,FALSE,,,범아 볶은콩가루,1920,400g,400,g,2.5,https://www.foodspring.co.kr/goods/detail/390777
M00749,레몬슬라이스,기타,기타,112,FALSE,TRUE,TRUE,과일류,,냉동레몬슬라이스(이룸푸드/칠레)500g,3504,500g,500,g,2.45,https://www.foodspring.co.kr/goods/detail/965998
M00759,우렁이,기타,기타,109,FALSE,FALSE,FALSE,,,우렁이 1kg (실중량 700g) 논고동 논우렁 우렁살 국내산,7360,1kg,1,kg,2.8,https://www.foodspring.co.kr/goods/detail/692888
M00769,흰우유,유제품,우유·크림,107,TRUE,TRUE,TRUE,축산물,,서울우유 흰우유 멸균 1L 냉장,2152,1L,1,L,3.5,https://www.foodspring.co.kr/goods/detail/764967
M00799,이탈리안파슬리,채소류,양념채소,99,FALSE,FALSE,FALSE,,,이탈리안파슬리(상품/국산)100g,4320,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/781449
M00809,인절미,기타,기타,96,FALSE,FALSE,FALSE,,,인절미 단팥호떡 350g,3568,350g,350,g,3.5,https://www.foodspring.co.kr/goods/detail/721139
M00819,볶음김치,어패류,해조류,94,FALSE,FALSE,FALSE,,,볶음김치 1kg(냉동),5032,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/629948
M00839,아귀,기타,기타,90,FALSE,FALSE,FALSE,,,"아귀(냉동,절단/소제,상품,중국)",4000,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/939280
M00849,렌틸콩,기타,기타,88,FALSE,FALSE,FALSE,,,렌틸콩 400g/granoro,1840,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/757345
M00869,닭가슴살,,,84,FALSE,FALSE,FALSE,,,"닭가슴살캔,135g/캔,하림,실온",1792,135g,135,g,3.5,https://www.foodspring.co.kr/goods/detail/694712
M00889,닭정육,육류·계란,닭고기,81,FALSE,FALSE,FALSE,,,염지 닭정육 2kg 닭다리살 냉동 순살 닭고기,11680,2kg,2,kg,7.25,https://www.foodspring.co.kr/goods/detail/722294
M00899,날콩가루,곡류·면,밀가루·전분,80,FALSE,FALSE,FALSE,,,날콩가루,1760,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/591353
M00909,요플레,기타,기타,78,TRUE,FALSE,TRUE,,,요플레 플레인6입 (85gx6개입) 4EA,8000,85g,85,g,3.35,https://www.foodspring.co.kr/goods/detail/617132
M00929,bp,기타,기타,75,FALSE,FALSE,FALSE,,,[직배송] ibp 미국산 우삼겹양지 3mm 슬라이스(냉동) 1kg,9600,1kg,1,kg,0.7,https://www.foodspring.co.kr/goods/detail/687306
M00939,초간,기타,기타,74,FALSE,FALSE,FALSE,,,"초간장새우[유림,10g*20]",5832,10g,10,g,3.5,https://www.foodspring.co.kr/goods/detail/878666
M00959,전어,기타,기타,72,FALSE,TRUE,TRUE,수산물,,초밥용 시메고하다(초전어)6gX20미 1팩,2900,6g,6,g,1.35,https://www.foodspring.co.kr/goods/detail/946514
M00969,고춧씨,기타,기타,71,FALSE,FALSE,FALSE,,,고추씨 동성 업소용 고춧씨 1Kg,7448,1Kg,1,Kg,1.5,https://www.foodspring.co.kr/goods/detail/928931
M00999,볶음소금,,,66,FALSE,FALSE,FALSE,,,볶음소금(보라종합식품 고은입자 1Kg) X10,48800,1Kg,1,Kg,3.25,https://www.foodspring.co.kr/goods/detail/721707
M01009,통식빵,곡류·면,빵·곡식가공,66,FALSE,FALSE,FALSE,,,자이언트통식빵,2800,990g,990,g,2.5,https://www.foodspring.co.kr/goods/detail/651981
M01019,뱅어,기타,기타,65,FALSE,FALSE,FALSE,,,뱅어포(절단 200g/EA)/국내산,19170,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/403350
M01029,국수소면,곡류·면,면류,64,TRUE,FALSE,TRUE,,,잔치국수소면(면사랑)1kg,2320,1kg,1,kg,4.5,https://www.foodspring.co.kr/goods/detail/921597
M01039,육수한,양념·기름,액젓·국물조미료,63,FALSE,FALSE,FALSE,,,"섬들채한알육수한우, 4g*15개, 실온, 국산",3648,4g,4,g,2.25,https://www.foodspring.co.kr/goods/detail/695830
M01049,민어,기타,기타,62,FALSE,FALSE,FALSE,,,민어조기(100-150g/인도산)1마리,752,150g,150,g,3.45,https://www.foodspring.co.kr/goods/detail/966518
M01069,꼬들단무지,기타,기타,60,FALSE,FALSE,FALSE,,,이엔 꼬들단무지(알밥용) 1kg 냉장,4960,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/838649
M01109,다크초콜렛,기타,기타,57,FALSE,FALSE,FALSE,,,타코 카페 다크초콜렛 파우더 1kg,10400,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/530978
M01149,헤이즐넛시럽,기타,기타,53,FALSE,FALSE,FALSE,,,헤이즐넛시럽(마리브리자드)700ml,9120,700ml,700,ml,3.5,https://www.foodspring.co.kr/goods/detail/811585
M01159,동치미육수,양념·기름,액젓·국물조미료,52,FALSE,FALSE,FALSE,,,동치미육수 [5kg] [면사랑],6800,5kg,5,kg,3.5,https://www.foodspring.co.kr/goods/detail/817320
M01169,곤드레나물,채소류,잎채소,51,FALSE,FALSE,FALSE,,,데친건곤드레나물(중국산)1kg,7840,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/781193
M01179,콩물,기타,물·음료,51,FALSE,FALSE,FALSE,,,콩게미 콩물 450ml / 콩국수 콩국물 콩국 국산 왕태콩,2000,450ml,450,ml,1.9,https://www.foodspring.co.kr/goods/detail/793728
M01189,야채육수,양념·기름,액젓·국물조미료,50,FALSE,FALSE,FALSE,,,대상 야채육수(2Kg/EA),11828,2Kg,2,Kg,2.5,https://www.foodspring.co.kr/goods/detail/968950
M01199,유자,양념·기름,기름,49,FALSE,FALSE,FALSE,,,코우 유자단무지 1kg 슬라이스,3240,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/563528
M01229,등뼈,기타,기타,48,FALSE,FALSE,FALSE,,,한돈 돼지 등뼈 냉동 1kg,2800,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/683198
M01239,대패삼겹,육류·계란,돼지고기,47,FALSE,FALSE,FALSE,,,대패삼겹살 1kg,10880,1kg,1,kg,5.5,https://www.foodspring.co.kr/goods/detail/730787
M01249,홍게,기타,기타,46,FALSE,FALSE,FALSE,,,홍게 된장국 50G 10G X 5개입 신송,3808,50G,50,G,3.35,https://www.foodspring.co.kr/goods/detail/530709
M01269,피자도우,기타,기타,45,FALSE,FALSE,FALSE,,,피자도우(10.5인치/180g),6400,180g,180,g,3.5,https://www.foodspring.co.kr/goods/detail/612022
M01279,오이지,,,44,FALSE,TRUE,TRUE,,,"오이지슬라이스,1kg,녹선,냉장,중국",2928,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/642992
M01299,카라멜시럽,기타,기타,43,FALSE,FALSE,FALSE,,,카라멜시럽(1L)(1883),14096,1L,1,L,3.5,https://www.foodspring.co.kr/goods/detail/811545
M01309,딸기청,양념·기름,식초·발효,43,FALSE,TRUE,TRUE,채소류,,오트리 딸기청크잼 1kg,6520,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/510149
M01329,홀그레인머스타드소스,기타,기타,41,FALSE,FALSE,FALSE,,,홀그레인머스타드소스(오뚜기/1.1kg)ea,8192,1.1kg,1.1,kg,3.35,https://www.foodspring.co.kr/goods/detail/966708
M01339,통밀,기타,기타,41,FALSE,FALSE,FALSE,,,통밀쌀(일반 1Kg/EA)/국내산,3338,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/402728
M01349,체다치즈,,,40,FALSE,FALSE,FALSE,,,체다치즈 180g(10매)/소와나무,3160,180g,180,g,3.5,https://www.foodspring.co.kr/goods/detail/974672
M01359,딸기시럽,기타,기타,40,FALSE,TRUE,TRUE,채소류,,딸기시럽(스위트웰/500g)ea,3264,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/965897
M01369,연잎,기타,기타,40,FALSE,FALSE,FALSE,,,"연잎(상품,냉동,국산)",16672,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/695401
M01389,살라미,기타,기타,38,FALSE,FALSE,FALSE,,,오뗄 부대살라미 454g,3480,454g,454,g,2.5,https://www.foodspring.co.kr/goods/detail/937586
M01409,모과,기타,기타,37,FALSE,FALSE,FALSE,,,모과청(고흥),7120,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/698297
M01439,찐옥수수,기타,기타,36,FALSE,TRUE,TRUE,식량작물,,찰당찐옥수수 260g,792,260g,260,g,2.5,https://www.foodspring.co.kr/goods/detail/875976
M01449,삶은감자,,,36,FALSE,TRUE,TRUE,,,냉동삶은감자(채썰기 1Kg/EA),3083,1Kg,1,Kg,2.5,https://www.foodspring.co.kr/goods/detail/867979
M01479,번데기,기타,기타,35,FALSE,FALSE,FALSE,,,번데기(삼포),952,130g,130,g,3.5,https://www.foodspring.co.kr/goods/detail/536932
M01509,샤워크림,유제품,우유·크림,34,FALSE,FALSE,FALSE,,,샤워크림(LP/선인),6640,1kg,1,kg,4.5,https://www.foodspring.co.kr/goods/detail/517804
M01519,구기자,기타,기타,33,FALSE,FALSE,FALSE,,,구기자(500g/EA)/중국산,8055,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/501509
M01539,디포리육수,양념·기름,액젓·국물조미료,33,FALSE,FALSE,FALSE,,,백설 멸치디포리육수에는1분링(4g*20개입 80g/EA),5775,4g,4,g,0.95,https://www.foodspring.co.kr/goods/detail/929311
M01569,퀴노아,기타,기타,32,FALSE,FALSE,FALSE,,,화이트퀴노아(400g/EA)/미국산,4755,400g,400,g,2.5,https://www.foodspring.co.kr/goods/detail/403542
M01579,핫칠리소스,기타,기타,32,FALSE,FALSE,FALSE,,,핫칠리소스(시아스),7600,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/517709
M01619,무김치,어패류,해조류,31,FALSE,FALSE,FALSE,,,인정 보쌈무김치 업소용 10kg,28800,10kg,10,kg,2.5,https://www.foodspring.co.kr/goods/detail/478895
M01659,건빵,곡류·면,빵·곡식가공,30,FALSE,FALSE,FALSE,,,건빵가루 1KG 행성,4344,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/530574
M01669,페퍼로니,기타,기타,30,FALSE,FALSE,FALSE,,,퀴네 페퍼로니 300g,5592,300g,300,g,2.5,https://www.foodspring.co.kr/goods/detail/969362
M01679,김치볶음,어패류,해조류,30,TRUE,FALSE,TRUE,,,김치볶음밥(천일/300g),1304,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/618271
M01719,젤라틴가루,곡류·면,밀가루·전분,29,FALSE,FALSE,FALSE,,,젤라틴가루 100g,2320,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/924268
M01729,크림,유제품,우유·크림,28,TRUE,FALSE,TRUE,,,크림(유니그라/비발렌테골드/컴파운드/요리용/1L)EA,5008,1L,1,L,4.05,https://www.foodspring.co.kr/goods/detail/965968
M01739,한약재,기타,기타,28,FALSE,FALSE,FALSE,,,한약재 황기 중국산 500g,6800,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/948042
M01769,냉동블루베리,,,28,FALSE,TRUE,TRUE,,,냉동블루베리 (IQF) 1kg,5741,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/749972
M01779,닭모래집,육류·계란,닭고기,28,FALSE,FALSE,FALSE,,,모노마트 닭모래집꼬치(375g/EA),6548,375g,375,g,3.5,https://www.foodspring.co.kr/goods/detail/400836
M01819,제육볶음,기타,기타,27,FALSE,FALSE,FALSE,,,제육볶음 1kg 고추장불고기 두루치기,8400,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/66725
M01829,타바스코,기타,기타,27,FALSE,FALSE,FALSE,,,[스마링푸드] 타바스코 오뚜기 350ml,13904,350ml,350,ml,1.4,https://www.foodspring.co.kr/goods/detail/974651
M01839,도토리묵가루,곡류·면,밀가루·전분,26,FALSE,FALSE,FALSE,,,도토리묵가루(승진),5440,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/602663
M01859,샌드위치빵,곡류·면,빵·곡식가공,26,FALSE,FALSE,FALSE,,,반미바게트 65gX6개 베트남 반미빵 샌드위치빵,5440,65g,65,g,1.2,https://www.foodspring.co.kr/goods/detail/655155
M01879,라즈베리잼,기타,기타,26,FALSE,FALSE,FALSE,,,선인_라즈베리잼_3kg/EA,27984,3kg,3,kg,2.5,https://www.foodspring.co.kr/goods/detail/750960
M01889,라구소스,기타,기타,25,FALSE,FALSE,FALSE,,,오뚜기 베지라구소스(1Kg/EA),7058,1Kg,1,Kg,1.5,https://www.foodspring.co.kr/goods/detail/874298
M01899,샐러드소스,기타,기타,25,FALSE,FALSE,FALSE,,,샐러드소스(제주한라봉/대상)2kg,10512,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/620055
M01919,삶은문어,기타,기타,25,FALSE,FALSE,FALSE,,,대왕 자숙문어 10kg 7/8미 큰사이즈 삶은문어 숙회 필리핀,156000,10kg,10,kg,-0.2,https://www.foodspring.co.kr/goods/detail/923802
M01929,우렁이살,기타,기타,24,FALSE,FALSE,FALSE,,,"우렁이살 (국내산,1kg)",8000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/333042
M01939,그린홍합,기타,기타,24,FALSE,TRUE,TRUE,수산물,,그린홍합 M 800g 1팩,9920,800g,800,g,3.5,https://www.foodspring.co.kr/goods/detail/546944
M01949,미니사과,과일·견과,과일,24,FALSE,TRUE,TRUE,과일류,,과일 포장 용기 방울500g 이마미니사과 500개,132880,500g,500,g,3.15,https://www.foodspring.co.kr/goods/detail/721588
M01959,다크초코렛,기타,기타,24,FALSE,FALSE,FALSE,,,다크초코렛칩(컴파운드/초코칩)1kg,6936,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/780301
M01979,잉글리시머핀,기타,기타,24,FALSE,FALSE,FALSE,,,잉글리시머핀,1120,240g,240,g,3.5,https://www.foodspring.co.kr/goods/detail/652282
M01989,강된,기타,기타,23,FALSE,FALSE,FALSE,,,강된장보리비빔밥(햇반컵반/상온/280g)ea,2448,280g,280,g,3.3,https://www.foodspring.co.kr/goods/detail/966532
M01999,볶음밥,기타,기타,23,TRUE,FALSE,TRUE,,,햄야채볶음밥(냉동/시아스)300g,1344,300g,300,g,2.5,https://www.foodspring.co.kr/goods/detail/844552
M02039,흰강낭콩,기타,기타,22,FALSE,FALSE,FALSE,,,"흰강낭콩(상품,실온,캐나다)",3040,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/940510
M02049,모듬전,기타,기타,22,FALSE,FALSE,FALSE,,,모듬전 350g ㈜지앤푸드,4560,350g,350,g,3.5,https://www.foodspring.co.kr/goods/detail/874121
M02059,캔참치,,,22,FALSE,FALSE,FALSE,,,오뚜기 캔참치 1880g,16720,1880g,1880,g,2.5,https://www.foodspring.co.kr/goods/detail/784189
M02069,커버춰초콜릿,기타,기타,22,FALSE,FALSE,FALSE,,,IRCA 리노 밀크커버춰초콜릿 500g,12080,500g,500,g,1.45,https://www.foodspring.co.kr/goods/detail/749614
M02139,신화당,양념·기름,당류,21,FALSE,FALSE,FALSE,,,신화당(신진)50G*20봉/당류,15248,50G,50,G,8.5,https://www.foodspring.co.kr/goods/detail/847007
M02159,홍게살,기타,기타,20,FALSE,FALSE,FALSE,,,홍게살블럭(3단)/국내산,11440,700g,700,g,3.5,https://www.foodspring.co.kr/goods/detail/921681
M02169,짜사이,기타,기타,20,FALSE,FALSE,FALSE,,,짜사이 500G 명진,1136,500G,500,G,3.5,https://www.foodspring.co.kr/goods/detail/532098
