ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,상품명,가격,단위,단위_수치,단위_문자,score,url
M00435,토마토페이스트,채소류,열매채소,268,FALSE,TRUE,TRUE,채소류,,토마토페이스트(헌트),15840,3.15kg,3.15,kg,3.5,https://www.foodspring.co.kr/goods/detail/517407
M00445,오레가노,기타,기타,256,FALSE,FALSE,FALSE,,,오레가노(10g/EA),938,10g,10,g,3.5,https://www.foodspring.co.kr/goods/detail/968963
M00455,캐슈넛,기타,기타,249,FALSE,FALSE,FALSE,,,캐슈넛 (베트남) 150g,2400,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/749484
M00465,어린잎,기타,기타,241,FALSE,FALSE,FALSE,,,어린잎채소 소/국내산 50g/팩,960,50g,50,g,3.5,https://www.foodspring.co.kr/goods/detail/589775
M00475,아욱,기타,기타,233,FALSE,FALSE,FALSE,,,"아욱 1단 (500g 내외,국내산)",1715,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/434289
M00485,쌀국수,곡류·면,면류,228,FALSE,FALSE,FALSE,,,몬라이스 쌀국수면 250g 버미셀리,1280,250g,250,g,4.5,https://www.foodspring.co.kr/goods/detail/449012
M00495,잡채,기타,기타,224,FALSE,FALSE,FALSE,,,사조대림 기타어묵(잡채_15g*67개입 1Kg/EA) 어묵 오뎅,3945,15g,15,g,3.75,https://www.foodspring.co.kr/goods/detail/401562
M00515,아몬드파우더,과일·견과,견과·씨앗,209,FALSE,TRUE,TRUE,특용작물,,풀그린 아몬드가루 11.34kg (아몬드파우더WC-1),102400,11.34kg,11.34,kg,0,https://www.foodspring.co.kr/goods/detail/635758
M00545,청포묵,양념·기름,식초·발효,192,FALSE,FALSE,FALSE,,,청포묵(소) 400g/팩,1600,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/816809
M00555,탈지분유,양념·기름,기름,187,FALSE,FALSE,FALSE,,,탈지분유,16000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/654281
M00565,아이스크림,유제품,우유·크림,182,FALSE,FALSE,FALSE,,,아이스크림(롯데/조안나/바닐라)5L,15624,5L,5,L,4.5,https://www.foodspring.co.kr/goods/detail/963924
M00575,생닭,육류·계란,닭고기,175,FALSE,FALSE,FALSE,,,모던푸드 국내산 닭다리 북채 950g 2개 냉동 생닭다리 닭고기,17520,950g,950,g,5.75,https://www.foodspring.co.kr/goods/detail/636340
M00585,치킨,기타,기타,166,TRUE,FALSE,TRUE,,,치킨스탁1.2kg,9440,1.2kg,1.2,kg,3.5,https://www.foodspring.co.kr/goods/detail/968603
M00605,다시마육수,,,156,FALSE,FALSE,FALSE,,,건다시마 1k 다시마 육수재료 다시마육수 마른다시마 국물요리 국물용다시마 식자재 업소용 1kg다시마,16536,1kg,1,kg,-0.25,https://www.foodspring.co.kr/goods/detail/423664
M00635,정향,기타,기타,144,FALSE,FALSE,FALSE,,,"정향, 30g, 크로브,ISFI",3040,30g,30,g,3.5,https://www.foodspring.co.kr/goods/detail/694259
M00645,배,과일·견과,과일,140,FALSE,FALSE,FALSE,과일류,,깐양배추(상품 KG)/국내산,1050,1KG,1,KG,2.5,https://www.foodspring.co.kr/goods/detail/502497
M00675,골드키위,과일·견과,과일,129,FALSE,FALSE,FALSE,,,골드키위(110g내외*5입 550g/EA),5160,110g,110,g,3.35,https://www.foodspring.co.kr/goods/detail/980200
M00685,마가린,기타,기타,126,TRUE,FALSE,TRUE,,,마가린(파운드/오뚜기)450g,1728,450g,450,g,3.5,https://www.foodspring.co.kr/goods/detail/48171
M00695,꽁치,기타,기타,124,FALSE,TRUE,TRUE,수산물,,꽁치(100~110g 100g/EA),690,110g,110,g,3.5,https://www.foodspring.co.kr/goods/detail/959365
M00705,실곤,기타,기타,123,FALSE,FALSE,FALSE,,,"실곤약,1Kg,한성기업,실온",2592,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/636459
M00725,천도복숭아,기타,기타,117,FALSE,TRUE,TRUE,과일류,,완푸] 솜 천도복숭아베이스 1kg,13360,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/782581
M00755,크림소스,유제품,우유·크림,111,FALSE,FALSE,FALSE,,,크림소스(면사랑/냉장/2kg)ea,6960,2kg,2,kg,4.5,https://www.foodspring.co.kr/goods/detail/966413
M00765,소스,기타,기타,107,FALSE,FALSE,FALSE,,,맛미 새코미소스 1kg (5g*200개입) 식초,3766,1kg,1,kg,2.2,https://www.foodspring.co.kr/goods/detail/420413
M00775,항정살,기타,기타,105,FALSE,FALSE,FALSE,,,한돈 항정살 500g,15680,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/969808
M00785,이쑤시,기타,기타,103,FALSE,FALSE,FALSE,,,이쑤시개(녹말_녹색_65mm EA),773,0.14KG,0.14,KG,3.5,https://www.foodspring.co.kr/goods/detail/975827
M00805,생땅콩,기타,기타,96,FALSE,TRUE,TRUE,특용작물,,"생땅콩,1Kg,중국",8720,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/941314
M00815,통밀식빵,곡류·면,빵·곡식가공,95,FALSE,FALSE,FALSE,,,통밀식빵,2640,755g,755,g,3.5,https://www.foodspring.co.kr/goods/detail/652281
M00825,광어,기타,기타,93,FALSE,FALSE,FALSE,,,"할리벗 대광어 검정가자미 필렛 10kg L(1,000g~)",320000,10kg,10,kg,0.9,https://www.foodspring.co.kr/goods/detail/502050
M00835,하루견과,기타,기타,90,FALSE,FALSE,FALSE,,,하루견과 블루베리(25g*10입 250g/EA),7080,25g,25,g,3.2,https://www.foodspring.co.kr/goods/detail/403748
M00855,석류,기타,기타,87,FALSE,FALSE,FALSE,,,"석류(상품,냉동,터키)",4896,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/695325
M00865,찐단호박,채소류,열매채소,86,FALSE,TRUE,TRUE,채소류,,포케 냉동 껍질있는 찐단호박 다이스 1kg,3200,1kg,1,kg,1.35,https://www.foodspring.co.kr/goods/detail/894118
M00875,명이나물,채소류,잎채소,83,FALSE,FALSE,FALSE,,,명이나물300g,4720,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/8185
M00895,흑미밥,기타,기타,80,FALSE,FALSE,FALSE,,,햇반 흑미밥(130g/EA),1515,130g,130,g,2.5,https://www.foodspring.co.kr/goods/detail/891561
M00905,명태,기타,기타,79,FALSE,TRUE,TRUE,수산물,,명태포 슬라이스 700g,3200,700g,700,g,3.5,https://www.foodspring.co.kr/goods/detail/922651
M00915,검정콩,기타,기타,76,FALSE,FALSE,FALSE,,,검정콩국가루(할매 850g),8488,850g,850,g,3.5,https://www.foodspring.co.kr/goods/detail/498417
M00925,범일콩된,,,76,FALSE,FALSE,FALSE,,,범일콩된장 / 14kg / ea,28960,14kg,14,kg,3.5,https://www.foodspring.co.kr/goods/detail/649499
M00945,볶은땅콩,기타,기타,74,FALSE,TRUE,TRUE,특용작물,,볶은땅콩 3.75kg (관땅콩/1관),17040,3.75kg,3.75,kg,3.5,https://www.foodspring.co.kr/goods/detail/901013
M00985,사과청,과일·견과,과일,68,FALSE,TRUE,TRUE,과일류,,오트리 사과청크잼 1kg,7040,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/510153
M00995,통삼겹,육류·계란,돼지고기,67,FALSE,FALSE,FALSE,,,오뗄 장작통삼겹 500g 냉장,7120,500g,500,g,4.5,https://www.foodspring.co.kr/goods/detail/873583
M01005,재래식된,기타,기타,66,TRUE,FALSE,TRUE,,,재래식된장(골드) 6.5kg/해찬들,17520,6.5kg,6.5,kg,3.5,https://www.foodspring.co.kr/goods/detail/760428
M01015,오리,기타,기타,65,TRUE,FALSE,TRUE,,,명일품 훈제오리 슬라이스 800g,6200,800g,800,g,2.5,https://www.foodspring.co.kr/goods/detail/565575
M01025,시나몬,기타,기타,64,FALSE,FALSE,FALSE,,,시나몬 통계피(베트남산) 500g,3040,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/876185
M01065,팥배기,과일·견과,과일,60,FALSE,FALSE,FALSE,,,화과방 팥배기 (화과방) 500g,2608,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/784756
M01095,동죽,기타,기타,58,FALSE,FALSE,FALSE,,,동죽순캔(화풍 2.8Kg),9432,2.8Kg,2.8,Kg,3.5,https://www.foodspring.co.kr/goods/detail/498337
M01115,식용꽃,기타,기타,56,FALSE,FALSE,FALSE,,,식용꽃 소국/국내산 10g/팩,1600,10g,10,g,3.5,https://www.foodspring.co.kr/goods/detail/589768
M01125,국시장국,,,56,FALSE,FALSE,FALSE,,,가쓰오 국시장국(샘표 350ml),4744,350ml,350,ml,2.5,https://www.foodspring.co.kr/goods/detail/503082
M01155,잡곡,기타,기타,53,FALSE,FALSE,FALSE,,,잡곡(백태/중국)1kg,4680,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/48368
M01165,이태리파슬리,채소류,양념채소,52,FALSE,FALSE,FALSE,,,이태리파슬리 / 국내산 / 100g,1040,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/608262
M01175,대구살,기타,기타,51,FALSE,FALSE,FALSE,,,청대구살 냉동 생선가스 2.5kg 1봉 생선까스,10000,2.5kg,2.5,kg,2.2,https://www.foodspring.co.kr/goods/detail/970783
M01185,치킨무,기타,기타,50,FALSE,FALSE,FALSE,,,치킨무(푸른농산),4800,5kg,5,kg,3.5,https://www.foodspring.co.kr/goods/detail/548854
M01195,건취나물,채소류,잎채소,49,FALSE,FALSE,FALSE,,,건취나물(데친것 KG)/중국산,4890,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/500052
M01205,크로와상생지,기타,기타,49,FALSE,FALSE,FALSE,,,란트만넨 미니크로와상생지(30g*30입내외 900g/EA),9945,30g,30,g,0.9,https://www.foodspring.co.kr/goods/detail/924650
M01215,큐민,기타,기타,48,FALSE,FALSE,FALSE,,,큐민씨드 200g/신영,5400,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/757661
M01225,국물멸치,,,48,FALSE,FALSE,FALSE,,,국물멸치(이력추적_트레이포장 국물용 130g/EA)/국내산,2145,130g,130,g,2.9,https://www.foodspring.co.kr/goods/detail/403642
M01235,명란젓갈,기타,기타,47,FALSE,FALSE,FALSE,,,왕애찬 명란젓갈 저염식 명란 젓갈 250g,6272,250g,250,g,2.35,https://www.foodspring.co.kr/goods/detail/485143
M01245,링귀니,기타,기타,46,FALSE,FALSE,FALSE,,,링귀니 500G 파스타비노,960,500G,500,G,3.5,https://www.foodspring.co.kr/goods/detail/548091
M01255,토르티야,기타,기타,46,FALSE,FALSE,FALSE,,,라레이나 콘또띠아 5-6인치 60장 990g 또띠아 멕시칸음식 타코재료 브리또재료 식당재료 업소용 옥수수또띠아 토르티야,13200,60장,60,장,-1.8,https://www.foodspring.co.kr/goods/detail/422759
M01275,냉동야채,기타,기타,45,FALSE,FALSE,FALSE,수산물,,냉동야채 백양파 다이스 1kg,1600,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/675841
M01295,로제스파게티소스,채소류,양념채소,43,FALSE,FALSE,FALSE,,,"로제스파게티소스(대상,실온)",4568,600g,600,g,3.5,https://www.foodspring.co.kr/goods/detail/694920
M01305,사골국,기타,기타,43,FALSE,FALSE,FALSE,,,사골농축액(새한 1k) 국물요리재료 한식육수 업소용육수 식당재료 간편육수 사골육수 사골엑기스 사골국물,16408,1개,1,개,-1.3,https://www.foodspring.co.kr/goods/detail/18708
M01315,떡국,곡류·면,떡,42,FALSE,FALSE,FALSE,,,떡국떡(동성/수입쌀)1kg,1984,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/963831
M01325,안심,기타,기타,42,TRUE,FALSE,TRUE,축산물,,안심곳간 슈가파우더 1kg,2000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/778076
M01335,고기육수,,,41,FALSE,FALSE,FALSE,,,설성목장 고기육수(200g/EA),1110,200g,200,g,1.5,https://www.foodspring.co.kr/goods/detail/729722
M01365,큐민가루,곡류·면,밀가루·전분,40,FALSE,FALSE,FALSE,,,큐민가루(신영 450g)X12,122808,450g,450,g,2.5,https://www.foodspring.co.kr/goods/detail/478315
M01385,대추토마토,채소류,열매채소,39,FALSE,TRUE,TRUE,채소류,,빨강 대추토마토1팩(750g),5200,1팩,1,팩,1.5,https://www.foodspring.co.kr/goods/detail/975849
M01395,쌀떡볶이,곡류·면,떡,38,FALSE,FALSE,FALSE,,,"쌀떡볶이,1kg,토담,냉장",1656,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/647510
M01405,메주가루,곡류·면,밀가루·전분,38,FALSE,FALSE,FALSE,,,메주가루(오곡1Kg)X5,23216,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/513286
M01415,생삼,기타,기타,37,FALSE,FALSE,FALSE,,,한돈 생삼겹살(베이컨) 600g,16000,600g,600,g,2.5,https://www.foodspring.co.kr/goods/detail/757652
M01425,깐녹두,기타,기타,37,FALSE,TRUE,TRUE,식량작물,,깐녹두(기피/수입),6800,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/635469
M01495,닭윙,육류·계란,닭고기,34,FALSE,FALSE,FALSE,,,닭윙(30±5g/개_아랫날개_껍질있음 1Kg/EA),9788,5g,5,g,5.1,https://www.foodspring.co.kr/goods/detail/905981
M01505,갈색설탕,,,34,TRUE,FALSE,TRUE,,,갈색설탕 1kg/백설,2480,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/760489
M01515,중하,기타,기타,34,FALSE,FALSE,FALSE,,,중하새우(60미) 500g,6160,60미,60,미,2.5,https://www.foodspring.co.kr/goods/detail/759911
M01525,핫도그번,기타,기타,33,FALSE,FALSE,FALSE,,,구스 핫도그번 550g,5520,550g,550,g,2.5,https://www.foodspring.co.kr/goods/detail/970686
M01555,푸실리면,곡류·면,면류,32,FALSE,FALSE,FALSE,,,푸실리 디벨라 단색 업소용 푸실리면 500g,3208,500g,500,g,3.3,https://www.foodspring.co.kr/goods/detail/929472
M01575,바비큐소스,,,32,FALSE,FALSE,FALSE,,,아메리칸가든 바베큐소스 히코리 510g 업소용 바비큐소스,6272,510g,510,g,0.95,https://www.foodspring.co.kr/goods/detail/458610
M01585,말린대추,기타,기타,32,FALSE,FALSE,FALSE,,,"건대추 1kg (통,말린대추,수입산)",10290,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/488560
M01615,스지,기타,기타,31,FALSE,FALSE,FALSE,,,스지수육 삶은스지 도가니수육 알스지 소힘줄,13600,500g,500,g,3.35,https://www.foodspring.co.kr/goods/detail/653118
M01625,국수장국,곡류·면,면류,31,FALSE,FALSE,FALSE,,,쌀국수장국 220g/히몬,2600,220g,220,g,2.5,https://www.foodspring.co.kr/goods/detail/760711
M01635,애플사이다비니거,기타,기타,31,FALSE,FALSE,FALSE,,,구르메 애플사이다비니거(500ml 500g/EA),4200,500ml,500,ml,1.15,https://www.foodspring.co.kr/goods/detail/401485
M01645,소곱창,기타,기타,30,FALSE,FALSE,FALSE,,,소곱창,44880,1.5kg,1.5,kg,3.5,https://www.foodspring.co.kr/goods/detail/461061
M01655,매운,기타,기타,30,TRUE,FALSE,TRUE,,,매운 고춧가루 1kg 수입 중국산 고운 고춧가루,8800,1kg,1,kg,3.2,https://www.foodspring.co.kr/goods/detail/647771
M01675,슬라이스치즈,,,30,TRUE,FALSE,TRUE,,,슬라이스치즈/무색소/썬리치,15920,1.8kg,1.8,kg,3.5,https://www.foodspring.co.kr/goods/detail/456271
M01695,건조파슬리,채소류,양념채소,29,FALSE,FALSE,FALSE,,,건조파슬리 250g/선인,5200,250g,250,g,3.5,https://www.foodspring.co.kr/goods/detail/924535
M01705,솔트,기타,기타,29,TRUE,FALSE,TRUE,,,솔트에 빠진 튀긴 옥수수콘 500g,3840,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/878489
M01715,동치미냉면육수,양념·기름,액젓·국물조미료,29,FALSE,FALSE,FALSE,,,동치미냉면육수(해인 310g)X10,5456,310g,310,g,3.5,https://www.foodspring.co.kr/goods/detail/519764
M01745,마라탕소스,기타,기타,28,FALSE,FALSE,FALSE,,,마라탕소스 110g/하이디라오,1552,110g,110,g,3.5,https://www.foodspring.co.kr/goods/detail/833850
M01765,청하,양념·기름,식초·발효,28,FALSE,FALSE,FALSE,,,청하FnS,9120,800g,800,g,3.5,https://www.foodspring.co.kr/goods/detail/652145
M01785,다크초코칩,기타,기타,27,FALSE,FALSE,FALSE,,,선인 다크초코칩 1kg,6320,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/534859
M01795,핫도그,기타,기타,27,TRUE,FALSE,TRUE,,,핫도그(옛날)500g(100g*5개입),3136,500g,500,g,3.45,https://www.foodspring.co.kr/goods/detail/618750
M01825,크림스프,유제품,우유·크림,27,TRUE,FALSE,TRUE,,,크림스프 80g/오뚜기,1440,80g,80,g,4.5,https://www.foodspring.co.kr/goods/detail/757252
M01835,파인애플링,채소류,양념채소,26,FALSE,TRUE,TRUE,과일류,,파인애플링(썬초이스/시즌),2960,836g,836,g,3.5,https://www.foodspring.co.kr/goods/detail/518673
M01855,초코소스,기타,기타,26,FALSE,FALSE,FALSE,,,초코소스(토라니)1.89L,20680,1.89L,1.89,L,3.5,https://www.foodspring.co.kr/goods/detail/964497
M01875,넛맥가루,곡류·면,밀가루·전분,26,FALSE,FALSE,FALSE,,,넛맥가루(신영 500g),20176,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/498130
M01885,데미그라스소스,기타,기타,25,FALSE,FALSE,FALSE,,,"데미그라스소스(시아스,냉장)",9568,2Kg,2,Kg,3.5,https://www.foodspring.co.kr/goods/detail/695345
M01925,어묵스프,,,24,FALSE,FALSE,FALSE,,,딜리셔스마켓 어묵스프 620g [슈퍼스파이스],10800,620g,620,g,1.25,https://www.foodspring.co.kr/goods/detail/473997
M01945,산낙지,어패류,두족류,24,FALSE,FALSE,FALSE,,,산낙지 1kg,36096,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/564208
M01975,페투치네,기타,기타,24,FALSE,FALSE,FALSE,,,페투치네/딸리아뗄레(그라노로/2번),1400,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/943516
M01985,꼴뚜기,기타,기타,23,FALSE,FALSE,FALSE,,,꼴뚜기 1.5kg (44-61),24240,1.5kg,1.5,kg,3.5,https://www.foodspring.co.kr/goods/detail/971416
M01995,밀폐용기,기타,기타,23,FALSE,FALSE,FALSE,,,락앤락 스텐 스테커블 밀폐용기 1L,9520,1L,1,L,1.5,https://www.foodspring.co.kr/goods/detail/903088
M02015,구운감태,기타,기타,23,FALSE,FALSE,FALSE,,,서해안 자연산 구운감태 감태김 30g x 10봉,36000,30g,30,g,1.2,https://www.foodspring.co.kr/goods/detail/821001
M02055,사과식초,,,22,TRUE,TRUE,TRUE,,,사과식초(오뚜기)500ml,1296,500ml,500,ml,3.5,https://www.foodspring.co.kr/goods/detail/618274
M02075,순무,기타,기타,22,FALSE,FALSE,FALSE,,,제주산 어린순무시래기 100g,4720,100g,100,g,2.5,https://www.foodspring.co.kr/goods/detail/968521
M02085,믹싱볼,기타,기타,22,FALSE,FALSE,FALSE,,,구떼 믹싱볼스크레퍼 주황색,880,1EA,1,EA,1.5,https://www.foodspring.co.kr/goods/detail/784331
M02095,찜기,기타,기타,21,FALSE,FALSE,FALSE,,,대흥마이센스찜기 중,3296,251g,251,g,2.5,https://www.foodspring.co.kr/goods/detail/843947
M02105,샌드위치식빵,곡류·면,빵·곡식가공,21,FALSE,FALSE,FALSE,,,샌드위치식빵,2640,790g,790,g,3.5,https://www.foodspring.co.kr/goods/detail/931260
M02125,라즈베리퓨레,기타,기타,21,FALSE,FALSE,FALSE,,,모닌 라즈베리퓨레(스무디)1L,15040,1L,1,L,1.5,https://www.foodspring.co.kr/goods/detail/529526
M02145,올방개묵,가공식품,두부·묵,21,FALSE,FALSE,FALSE,,,올방개묵 중국산 2kg,5992,2kg,2,kg,5.5,https://www.foodspring.co.kr/goods/detail/564615
M02165,톳나물,채소류,잎채소,20,FALSE,FALSE,FALSE,,,톳나물/염장 국내산 1kg,2952,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/564520
M02175,칵테일새우,,,20,FALSE,TRUE,TRUE,,,칵테일새우(71-90),3600,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/518449
