ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,상품명,가격,단위,단위_수치,단위_문자,score,url
M00211,홀그레인머스타드,기타,기타,764,FALSE,FALSE,FALSE,,,홀그레인머스타드(몬/르네)190g,4368,190g,190,g,3.5,https://www.foodspring.co.kr/goods/detail/963705
M00221,배즙,과일·견과,과일,735,FALSE,FALSE,FALSE,,,배즙숙성후랑크바(한성/핫바/냉장)70g,520,70g,70,g,3.45,https://www.foodspring.co.kr/goods/detail/965545
M00231,아스파라거스,채소류,양념채소,703,FALSE,FALSE,FALSE,,,아스파라거스 500g,7920,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/756238
M00241,청국,양념·기름,식초·발효,663,FALSE,FALSE,FALSE,,,청국장(뚝배기표 2kg) 업소용 발효 된장,10064,2kg,2,kg,4.35,https://www.foodspring.co.kr/goods/detail/623258
M00251,연두,기타,기타,619,FALSE,FALSE,FALSE,,,연두부(정남식품/수입콩)100g,256,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/964927
M00261,이스트,기타,기타,585,FALSE,FALSE,FALSE,,,이스트(인스턴트_골드_르샤프 500g/EA),5813,500g,500,g,3.3,https://www.foodspring.co.kr/goods/detail/501388
M00271,꿀,기타,기타,556,FALSE,FALSE,FALSE,,,꿀호떡요요,1120,192g,192,g,3.5,https://www.foodspring.co.kr/goods/detail/654389
M00281,오트밀,기타,기타,544,FALSE,FALSE,FALSE,,,오트밀 500G 꼬미다,3304,500G,500,G,3.5,https://www.foodspring.co.kr/goods/detail/527093
M00291,드라이이스트,기타,기타,512,FALSE,FALSE,FALSE,,,드라이이스트(마우리/조흥),2960,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/556070
M00301,명란,기타,기타,492,TRUE,FALSE,TRUE,,,명란 300g 업소용 냉동명란 동태알,5432,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/894736
M00311,스위트콘,기타,기타,468,FALSE,FALSE,FALSE,,,스위트콘(리치스/태국)340g,992,340g,340,g,3.5,https://www.foodspring.co.kr/goods/detail/844459
M00321,미향,기타,기타,453,FALSE,FALSE,FALSE,,,"미향H,1.8L,오뚜기,실온",3072,1.8L,1.8,L,3.5,https://www.foodspring.co.kr/goods/detail/627334
M00331,새싹채소,기타,기타,424,FALSE,FALSE,FALSE,,,새싹채소 소/국내산 50g/팩,640,50g,50,g,3.5,https://www.foodspring.co.kr/goods/detail/589766
M00341,소불고기,기타,기타,408,FALSE,FALSE,FALSE,,,소불고기 구운주먹밥 100g,952,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/848834
M00351,닭육수,양념·기름,액젓·국물조미료,387,FALSE,FALSE,FALSE,,,닭육수진국(청우)1kg,6576,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/811507
M00361,딸기쨈,기타,기타,371,FALSE,TRUE,TRUE,채소류,,딸기쨈 300g/오뚜기,3600,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/757793
M00371,아보카도오일,기타,기타,355,FALSE,TRUE,TRUE,과일류,,하스 아보카도오일(엑스트라버진 250g/EA),10305,250g,250,g,1.25,https://www.foodspring.co.kr/goods/detail/403239
M00381,녹차가루,곡류·면,밀가루·전분,340,FALSE,FALSE,FALSE,,,"녹차가루,200g,실온",7808,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/694692
M00391,크랜베리,기타,기타,326,FALSE,FALSE,FALSE,,,크랜베리 1kg 건조과일,7000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/366929
M00401,정종,기타,기타,318,FALSE,FALSE,FALSE,,,정종(경주법주) 1.8L,7648,1.8L,1.8,L,3.5,https://www.foodspring.co.kr/goods/detail/565212
M00411,우동사리,기타,기타,301,FALSE,FALSE,FALSE,,,우동사리(면사랑/실온/200g)pak,472,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/966396
M00421,고추씨,채소류,열매채소,282,FALSE,FALSE,FALSE,,,"고추씨[다농,중국산] 1kg",2360,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/90234
M00431,노각,기타,기타,272,FALSE,FALSE,FALSE,,,노각(상품 KG),2753,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/980167
M00441,화이트초콜릿,기타,기타,260,FALSE,FALSE,FALSE,,,펠클린 에델바이스 (화이트초콜릿) 2kg,73760,2kg,2,kg,1.4,https://www.foodspring.co.kr/goods/detail/749627
M00451,야채,기타,기타,252,TRUE,FALSE,TRUE,,,부산갈매기 야채관상천 어묵 (사각 어묵) 2.8kg,6312,2.8kg,2.8,kg,2.1,https://www.foodspring.co.kr/goods/detail/563668
M00461,닭볶음탕용,육류·계란,닭고기,244,FALSE,FALSE,FALSE,,,냉동닭볶음탕용(국내산) 950g이상/A&J푸드,4480,950g,950,g,4.25,https://www.foodspring.co.kr/goods/detail/758318
M00471,동물성휘핑크림,유제품,우유·크림,236,FALSE,FALSE,FALSE,,,서울우유 동물성휘핑크림 1L,9200,1L,1,L,2.5,https://www.foodspring.co.kr/goods/detail/754261
M00481,파스타,채소류,양념채소,229,TRUE,FALSE,TRUE,,,파스타빌라 마카로니(500g/EA),758,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/403257
M00501,자두,기타,기타,215,FALSE,FALSE,FALSE,,,자두푸드 돌김 자반 50g 4개 김가루 업소용,4768,50g,50,g,3.25,https://www.foodspring.co.kr/goods/detail/513075
M00511,피자소스,기타,기타,211,FALSE,FALSE,FALSE,,,피자소스(오뚜기/오쉐프/2kg)ea,5168,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/966709
M00521,계피,기타,기타,206,FALSE,FALSE,FALSE,,,계피분 200g/영흥,2080,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/760414
M00531,레몬청,양념·기름,식초·발효,202,FALSE,TRUE,TRUE,과일류,,레몬청(오레몬/다미즐)1kg,5296,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/964924
M00541,국물용멸치,,,194,FALSE,FALSE,FALSE,,,국물용멸치(특품 1Kg/EA)/국내산,7110,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/500106
M00551,감자전분,,,190,FALSE,TRUE,TRUE,,,감자전분(초야)500g,1360,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/844395
M00561,배음료,과일·견과,과일,184,FALSE,FALSE,FALSE,,,프레주 배음료(테트라_190ml 190g/EA),6653,190ml,190,ml,2.2,https://www.foodspring.co.kr/goods/detail/928758
M00571,팔각,기타,기타,178,FALSE,FALSE,FALSE,,,팔각 회량 따료 500g,8000,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/817212
M00601,멥쌀,곡류·면,쌀,157,FALSE,FALSE,FALSE,,,멥쌀가루(햇살마루 1Kg),5216,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/802481
M00611,화이트발사믹,기타,기타,154,FALSE,FALSE,FALSE,,,화이트발사믹크림(쉐프스/폰티/크레메 모스카토)235ml,6112,235ml,235,ml,3,https://www.foodspring.co.kr/goods/detail/964748
M00621,라임즙,기타,기타,149,FALSE,FALSE,FALSE,과일류,,라임즙 200ml/피오디,1040,200ml,200,ml,3.5,https://www.foodspring.co.kr/goods/detail/757896
M00631,말차가루,곡류·면,밀가루·전분,146,FALSE,FALSE,FALSE,,,마루비시 우지 말차가루 500g,86520,500g,500,g,1.5,https://www.foodspring.co.kr/goods/detail/784377
M00641,참소스,기타,기타,141,FALSE,FALSE,FALSE,,,참소스 300g/우리식품,1440,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/974992
M00661,샤인머스켓,기타,기타,135,FALSE,FALSE,FALSE,과일류,,샤인머스켓베이스(솜/프룻스타)1kg,10896,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/966969
M00671,후리가케,기타,기타,130,FALSE,FALSE,FALSE,,,후리가케(노리/국산/이엔)500G*),6960,500G,500,G,3.5,https://www.foodspring.co.kr/goods/detail/48946
M00681,핫케익가루,곡류·면,밀가루·전분,127,FALSE,FALSE,FALSE,,,핫케익가루(CJ)1kg,3888,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/964124
M00701,타피오카전분,곡류·면,밀가루·전분,123,FALSE,FALSE,FALSE,,,타피오카전분(이든) 1kg*봉,3600,1kg,1,kg,6.5,https://www.foodspring.co.kr/goods/detail/753955
M00711,각얼음,기타,기타,121,FALSE,FALSE,FALSE,,,한국냉동 각얼음(2.5Kg/EA),2430,2.5Kg,2.5,Kg,2.5,https://www.foodspring.co.kr/goods/detail/500319
M00741,식용색소,기타,기타,113,FALSE,FALSE,FALSE,,,식용색소 노랑 (갑),1504,1g,1,g,3.5,https://www.foodspring.co.kr/goods/detail/842363
M00751,마라소스,기타,기타,112,FALSE,FALSE,FALSE,,,마라소스(면사랑/실온/2kg)ea,19800,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/966448
M00761,산딸기,기타,기타,108,FALSE,TRUE,TRUE,채소류,,진산딸기잼(진산/국내산/실온)3kg,12944,3kg,3,kg,2.5,https://www.foodspring.co.kr/goods/detail/965158
M00781,노추,기타,기타,103,FALSE,FALSE,FALSE,,,해천 노추왕간장(노두유) 500g,2280,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/888838
M00791,튀김용기름,양념·기름,기름,100,FALSE,FALSE,FALSE,,,카놀라유 라이트(백설 0.9L)X12 식용유 카놀라 요리용기름 튀김용기름 가정용 업소용 식자재,105152,0.9L,0.9,L,3.9,https://www.foodspring.co.kr/goods/detail/17707
M00801,중면,곡류·면,면류,98,FALSE,FALSE,FALSE,,,국수(옛날/중면/오뚜기/3kg*/면류,8682,3kg,3,kg,7.5,https://www.foodspring.co.kr/goods/detail/48896
M00811,깐밤,기타,기타,95,FALSE,FALSE,FALSE,,,깐밤(상품 100g/PAC)/국내산,4673,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/499045
M00821,우렁,기타,기타,93,FALSE,FALSE,FALSE,,,우렁(국내산) 600g,6720,600g,600,g,3.5,https://www.foodspring.co.kr/goods/detail/715699
M00831,MS,기타,기타,91,FALSE,FALSE,FALSE,,,MSG(아지노모도/발효조미료/500g/태국)ea,3736,500g,500,g,3.2,https://www.foodspring.co.kr/goods/detail/967148
M00851,백김치,어패류,해조류,87,FALSE,FALSE,FALSE,,,백김치(중국산)10KG,14320,10KG,10,KG,3.5,https://www.foodspring.co.kr/goods/detail/450568
M00861,짜장분말,기타,기타,86,FALSE,FALSE,FALSE,,,짜장분말(진미)1kg,6560,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/820743
M00871,수수,기타,기타,84,TRUE,TRUE,TRUE,식량작물,,수수(일반 1Kg/EA),1988,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/689641
M00881,오리엔탈소스,기타,기타,82,FALSE,FALSE,FALSE,,,오리엔탈소스 2kg 캐드 소스텍,8400,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/819188
M00891,콜리플라워,기타,기타,81,FALSE,FALSE,FALSE,,,냉동 콜리플라워 1kg 컬리플라워 스페인산,4480,1kg,1,kg,2.35,https://www.foodspring.co.kr/goods/detail/463082
M00901,파기름,양념·기름,기름,80,FALSE,FALSE,FALSE,,,파기름(시아스),7600,500ml,500,ml,8.5,https://www.foodspring.co.kr/goods/detail/549725
M00911,파래김,채소류,양념채소,78,FALSE,FALSE,FALSE,,,일등 파래김16단,2960,4g,4,g,2.5,https://www.foodspring.co.kr/goods/detail/640345
M00941,후리카케,기타,기타,74,FALSE,FALSE,FALSE,,,후리카케(녹색/노리/이엔푸드),6960,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/517654
M00951,당귀,양념·기름,당류,73,FALSE,FALSE,FALSE,,,당귀(실온/국산)100g,3048,100g,100,g,5.5,https://www.foodspring.co.kr/goods/detail/964778
M00961,피자치즈,,,72,FALSE,FALSE,FALSE,,,피자치즈(블럭/갈바니모짜렐라),17920,2.27kg,2.27,kg,3.5,https://www.foodspring.co.kr/goods/detail/517833
M00981,핫케익믹스,기타,기타,69,FALSE,FALSE,FALSE,,,핫케익믹스 300g 모리나가,2712,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/860694
M01011,시나몬스틱,기타,기타,66,FALSE,FALSE,FALSE,,,시나몬스틱(400g),8488,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/845986
M01021,다시마간,,,64,FALSE,FALSE,FALSE,,,한우물 다시마간장주먹밥(100g/EA),26175,100g,100,g,2.45,https://www.foodspring.co.kr/goods/detail/951064
M01031,호박고지,채소류,열매채소,64,FALSE,TRUE,TRUE,채소류,,건호박고지(500g/PAC)/국내산,21143,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/386879
M01081,한알육수,양념·기름,액젓·국물조미료,59,FALSE,FALSE,FALSE,,,"섬들채한알육수해물, 4g*15개, 실온, 국산",3648,4g,4,g,2.25,https://www.foodspring.co.kr/goods/detail/695831
M01101,유정란,양념·기름,기름,57,TRUE,FALSE,TRUE,,,도란도란 유정란(동물복지인증_52g*30입 1.56Kg/EA),11085,52g,52,g,1.8,https://www.foodspring.co.kr/goods/detail/891013
M01111,재래된,기타,기타,57,FALSE,FALSE,FALSE,,,"재래된장, 6kg, 신송식품,실온",15040,6kg,6,kg,3.5,https://www.foodspring.co.kr/goods/detail/693374
M01121,대저토마토,채소류,열매채소,56,FALSE,TRUE,TRUE,채소류,,대저토마토 1kg(L),8704,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/794517
M01141,치자,기타,기타,54,FALSE,FALSE,FALSE,,,치자단무지(압축슬라이스/일가집)1kg,4960,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/845754
M01161,고추잎,채소류,열매채소,52,FALSE,FALSE,FALSE,,,고추잎무침(단지/진공)1kg,4136,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/966046
M01171,초콜렛,기타,기타,51,FALSE,FALSE,FALSE,,,모닌 초콜렛 시럽 1000ml,13600,1000ml,1000,ml,2.5,https://www.foodspring.co.kr/goods/detail/669577
M01201,안성탕면,곡류·면,면류,49,TRUE,FALSE,TRUE,,,안성탕면 125g*5입/농심,3360,125g,125,g,5.5,https://www.foodspring.co.kr/goods/detail/760250
M01211,삼계탕재료,기타,기타,49,FALSE,FALSE,FALSE,,,삼계탕재료/중국산/80g,1360,80g,80,g,3.5,https://www.foodspring.co.kr/goods/detail/617979
M01241,사워도우,기타,기타,47,FALSE,FALSE,FALSE,,,(냉동)사워도우브레드(델리미트/에쓰푸드),8328,1kg,1,kg,2.4,https://www.foodspring.co.kr/goods/detail/808411
M01251,통생강,기타,기타,46,FALSE,TRUE,TRUE,채소류,,통생강 깐생강/국내산 1kg,7920,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/589716
M01281,메론,기타,기타,44,FALSE,FALSE,FALSE,,,메론(약1.8kg),14400,1.8kg,1.8,kg,3.5,https://www.foodspring.co.kr/goods/detail/755990
M01321,감귤,과일·견과,과일,42,FALSE,TRUE,TRUE,과일류,,다인 제주감귤 175ml*30,6080,175ml,175,ml,2.5,https://www.foodspring.co.kr/goods/detail/750456
M01351,다슬기,기타,기타,40,FALSE,FALSE,FALSE,,,다슬기해장국(태종/냉동)500g,2312,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/618575
M01361,통밀가루,,,40,FALSE,FALSE,FALSE,,,안심곳간 통밀가루 1kg,2320,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/778071
M01371,닭근위,육류·계란,닭고기,40,FALSE,FALSE,FALSE,,,닭근위 1kg 국내산 닭똥집,3440,1kg,1,kg,5.5,https://www.foodspring.co.kr/goods/detail/713411
M01381,아몬드브리즈,과일·견과,견과·씨앗,39,FALSE,TRUE,TRUE,특용작물,,아몬드브리즈 언스위트 950ml (상온),3520,950ml,950,ml,3.4,https://www.foodspring.co.kr/goods/detail/678284
M01411,나무젓가락,기타,기타,37,FALSE,FALSE,FALSE,,,나무젓가락(비닐포장_300입 EA),3900,0.99KG,0.99,KG,3.5,https://www.foodspring.co.kr/goods/detail/975822
M01421,나무꼬치,기타,기타,37,FALSE,FALSE,FALSE,,,나무꼬치(손잡이 15cm 100입) 꼬치 꼬지 산적꼬치 바베큐꼬치 대나무꼬치 손잡이꼬치 업소용꼬치 식당꼬치 캠핑꼬치,5040,1개,1,개,0.3,https://www.foodspring.co.kr/goods/detail/721043
M01431,팽이,기타,기타,36,FALSE,FALSE,FALSE,,,"팽이버섯,150g,상품,국산",200,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/627330
M01441,얼린두부,가공식품,두부·묵,36,FALSE,FALSE,FALSE,,,[상신] 한입크기 큐브형 냉동두부 400g 1봉 얼린두부 업소용 두부강정 두부튀김,4392,400g,400,g,3.25,https://www.foodspring.co.kr/goods/detail/912113
M01471,맵쌀가루,곡류·면,밀가루·전분,35,FALSE,FALSE,FALSE,,,맵쌀가루 1KG 제이푸드서비스,4784,1KG,1,KG,3.5,https://www.foodspring.co.kr/goods/detail/532075
M01481,블랙올리브슬라이스,기타,기타,35,FALSE,FALSE,FALSE,,,블랙올리브슬라이스(라리/실온/스페인)405g,2368,405g,405,g,3.3,https://www.foodspring.co.kr/goods/detail/965797
M01511,밤,기타,기타,34,FALSE,FALSE,FALSE,,,밤고구마/국내산 1kg,3752,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/564315
M01521,순살치킨,기타,기타,33,FALSE,FALSE,FALSE,,,"순살치킨(이우스), 1Kg, 냉동",10488,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/694972
M01531,아몬드분태,과일·견과,견과·씨앗,33,FALSE,TRUE,TRUE,특용작물,,아몬드분태(1/16분태/미국산)1kg,16480,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/781789
M01571,카야잼,기타,기타,32,FALSE,FALSE,FALSE,,,카야잼 브라운 2.5kg,25200,2.5kg,2.5,kg,3.5,https://www.foodspring.co.kr/goods/detail/530832
M01611,반숙란,기타,기타,31,FALSE,FALSE,FALSE,,,산골 더-반숙란(50g*2입 100g/EA)x24,21338,50g,50,g,2.15,https://www.foodspring.co.kr/goods/detail/968356
M01621,브라우니믹스,기타,기타,31,FALSE,FALSE,FALSE,,,브라우니믹스 1kg 업소용 제과 분말 홈베이킹 재료,13400,1kg,1,kg,3.1,https://www.foodspring.co.kr/goods/detail/644157
M01631,해삼,기타,기타,31,FALSE,FALSE,FALSE,,,해삼내장 젓갈 1kg 고노와다,35200,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/935125
M01641,김밥용우엉,어패류,해조류,31,FALSE,TRUE,TRUE,채소류,,"김밥용우엉,150g,일미농수산",2440,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/694720
M01661,석이버섯,채소류,버섯,30,FALSE,FALSE,FALSE,,,업소용 목이버섯 채 600g 건목이 흑목이 버섯 키쿠라게 기쿠라게 석이버섯,8640,600g,600,g,3.45,https://www.foodspring.co.kr/goods/detail/969529
M01681,멸치다시,,,30,FALSE,FALSE,FALSE,,,멸치다시다 골드(백설 100g),3208,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/504439
M01691,해선,기타,기타,29,FALSE,FALSE,FALSE,,,해선 간장 500ML 해천,3232,500ML,500,ML,3.5,https://www.foodspring.co.kr/goods/detail/520616
M01701,파르미지아노레지아노,채소류,양념채소,29,FALSE,FALSE,FALSE,,,파르미지아노레지아노치즈(이탈리멘티/이태리)1kg,31680,1kg,1,kg,3.2,https://www.foodspring.co.kr/goods/detail/966238
M01731,유청,양념·기름,식초·발효,28,FALSE,FALSE,FALSE,,,참손 그린갈릭하트피쉬까스(하트모양_유청칼슘_60g*10입 600g/EA),6233,60g,60,g,0.5,https://www.foodspring.co.kr/goods/detail/403712
M01741,산적,기타,기타,28,FALSE,FALSE,FALSE,,,드림애 고기산적 1kg,3720,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/948628
M01751,바질오일,기타,기타,28,FALSE,FALSE,FALSE,,,선인 바질오일 250mL,9328,250mL,250,mL,2.5,https://www.foodspring.co.kr/goods/detail/887767
M01761,수육,기타,기타,28,FALSE,FALSE,FALSE,,,"다예 보쌈,수육용 티백재료 16g",5600,16g,16,g,2.5,https://www.foodspring.co.kr/goods/detail/388340
M01781,캐슈너트,기타,기타,27,FALSE,FALSE,FALSE,,,베트남 캐슈넛 비앤지 업소용 안주 케슈넛 캐슈너트 견과류 1Kg X 10,151928,1Kg,1,Kg,-0.5,https://www.foodspring.co.kr/goods/detail/915442
M01791,소안심,기타,기타,27,FALSE,FALSE,FALSE,축산물,,소안심스테이크(CH 150g/EA),5010,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/934794
M01821,나쵸,기타,기타,27,FALSE,FALSE,FALSE,,,나쵸칩(아미고)454g,3920,454g,454,g,3.5,https://www.foodspring.co.kr/goods/detail/824887
M01831,쌀국수소스,,,27,FALSE,FALSE,FALSE,,,★초특가★ 해천 해선장(캔 2.27Kg/EA) 호이신소스 쌀국수소스,10440,2.27Kg,2.27,Kg,0.65,https://www.foodspring.co.kr/goods/detail/687420
M01841,소다,기타,기타,26,TRUE,FALSE,TRUE,,,뚜레반 식소다60g,264,60g,60,g,2.5,https://www.foodspring.co.kr/goods/detail/6641
M01861,마쉬멜로우,기타,기타,26,FALSE,FALSE,FALSE,,,마쉬멜로우(포도) 하늘처럼 1kg,12720,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/798733
M01871,청양고추가루,,,26,FALSE,FALSE,FALSE,,,청양고추가루(3kg 고운-베트남산:금강산),38880,3kg,3,kg,3.35,https://www.foodspring.co.kr/goods/detail/811364
M01911,잡뼈,기타,기타,25,FALSE,FALSE,FALSE,,,돈잡뼈(덩어리 육수용 KG)/국내산,1860,1KG,1,KG,2.5,https://www.foodspring.co.kr/goods/detail/502422
M01921,요쿠르트,기타,기타,25,FALSE,FALSE,FALSE,,,코코팜 화이트 요쿠르트 캔240ml 30개,27624,240ml,240,ml,1.35,https://www.foodspring.co.kr/goods/detail/892513
M01931,진짬뽕,기타,기타,24,FALSE,FALSE,FALSE,,,"진짬뽕컵(소)(오뚜기,실온)",15568,1.13Kg,1.13,Kg,3.5,https://www.foodspring.co.kr/goods/detail/695488
M01961,천혜향,기타,기타,24,FALSE,FALSE,FALSE,,,제주실속 천혜향 1.4kg,13056,1.4kg,1.4,kg,2.5,https://www.foodspring.co.kr/goods/detail/794497
M01971,비스킷,기타,기타,24,FALSE,FALSE,FALSE,,,별미 스틱비스킷 참깨맛 200g,1568,200g,200,g,2.5,https://www.foodspring.co.kr/goods/detail/969881
M01991,갈릭솔트,기타,기타,23,FALSE,FALSE,FALSE,,,딜리셔스마켓 갈릭솔트 1kg,10800,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/483632
M02011,초코크런치,기타,기타,23,FALSE,FALSE,FALSE,,,선인_초코크런치_1kg/EA,6080,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/751111
M02021,팝콘,기타,기타,23,FALSE,FALSE,FALSE,,,팝콘A급,2800,907g,907,g,3.5,https://www.foodspring.co.kr/goods/detail/602655
M02031,씻은묵은지,가공식품,두부·묵,23,FALSE,FALSE,FALSE,,,"씻은김치(씻은묵은지,씻은지) 10kg(중국)",15120,10kg,10,kg,3.3,https://www.foodspring.co.kr/goods/detail/165217
M02041,야쿠르트,기타,기타,22,FALSE,FALSE,FALSE,,,식혜(비락/야쿠르트)1.5L,3112,1.5L,1.5,L,1.5,https://www.foodspring.co.kr/goods/detail/963853
