ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,상품명,가격,단위,단위_수치,단위_문자,score,url
M00218,어린잎채소,기타,기타,739,FALSE,FALSE,FALSE,,,어린잎채소 소/국내산 50g/팩,960,50g,50,g,3.5,https://www.foodspring.co.kr/goods/detail/589775
M00228,가래떡,곡류·면,떡,716,FALSE,FALSE,FALSE,,,가래떡(동성/10cm/수입쌀)1kg,1840,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/781925
M00238,옥수수콘,기타,기타,684,FALSE,TRUE,TRUE,식량작물,,옥수수콘 2.95kg,3680,2.95kg,2.95,kg,3.5,https://www.foodspring.co.kr/goods/detail/534196
M00248,땅콩,기타,기타,626,TRUE,TRUE,TRUE,특용작물,,"땅콩분태(상품,중국)",1408,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/941324
M00278,머스터드,기타,기타,547,FALSE,FALSE,FALSE,,,후버옐로우 머스터드 680g*병,3120,680g,680,g,1.5,https://www.foodspring.co.kr/goods/detail/749922
M00288,우스터소스,기타,기타,521,FALSE,FALSE,FALSE,,,하인즈 우스터소스 532ml,4296,532ml,532,ml,1.5,https://www.foodspring.co.kr/goods/detail/816593
M00308,아가베시럽,기타,기타,474,FALSE,FALSE,FALSE,,,"커클랜드내추럴아가베시럽, 2.04Kg, 코스트코, 실온, 멕시코",22992,2.04Kg,2.04,Kg,0.75,https://www.foodspring.co.kr/goods/detail/695278
M00318,도라지,기타,기타,458,FALSE,FALSE,FALSE,,,도라지 / 중국산 / kg,5200,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/609608
M00328,레드와인,기타,기타,437,FALSE,FALSE,FALSE,,,레드와인비네가(몬/이태리)500ml,4712,500ml,500,ml,3.5,https://www.foodspring.co.kr/goods/detail/781903
M00338,샐러드채소,기타,기타,416,FALSE,FALSE,FALSE,,,??버터헤드 샐러드채소 (2kg/EA)??,11120,2kg,2,kg,1.35,https://www.foodspring.co.kr/goods/detail/713923
M00348,쌀,곡류·면,쌀,393,FALSE,FALSE,FALSE,,,백미 순쌀떡 3kg 떡국떡 2시,4956,3kg,3,kg,2.5,https://www.foodspring.co.kr/goods/detail/371286
M00358,허니머스터드,기타,기타,373,FALSE,FALSE,FALSE,,,허니머스터드(대상)320g,2968,320g,320,g,3.5,https://www.foodspring.co.kr/goods/detail/964126
M00368,커피,기타,기타,363,TRUE,FALSE,TRUE,,,커피맥스웰마일드믹스 900g,5440,900g,900,g,3.5,https://www.foodspring.co.kr/goods/detail/948078
M00378,간마늘,,,344,FALSE,FALSE,FALSE,,,간마늘(A급/국내산) 500g,3520,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/817001
M00388,초콜릿,기타,기타,332,TRUE,FALSE,TRUE,,,르본 화이트 컴파운드 초콜릿 150g,1440,150g,150,g,1.5,https://www.foodspring.co.kr/goods/detail/749263
M00398,짜장가루,곡류·면,밀가루·전분,319,FALSE,FALSE,FALSE,,,짜장가루(오뚜기 1kg),7249,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/48883
M00408,북어,기타,기타,306,FALSE,TRUE,TRUE,수산물,,북어채(100g/EA),4643,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/656400
M00418,쌀뜬물,곡류·면,쌀,289,FALSE,FALSE,FALSE,,,애경 순샘쌀뜬물 1L,2704,1L,1,L,2.5,https://www.foodspring.co.kr/goods/detail/310965
M00428,불닭소스,육류·계란,닭고기,273,FALSE,FALSE,FALSE,,,불닭소스 200g/삼양,3200,200g,200,g,5.5,https://www.foodspring.co.kr/goods/detail/870653
M00438,LA갈비,기타,기타,264,FALSE,FALSE,FALSE,축산물,,한입LA갈비 500gx1팩,12720,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/654577
M00448,발사믹글레이즈,기타,기타,255,FALSE,FALSE,FALSE,,,(냉장)발사믹글레이즈(코다노)1kg,5808,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/811437
M00458,베이비채소,기타,기타,247,FALSE,FALSE,FALSE,,,베이비채소(소) 50g[팩],824,50g,50,g,3.5,https://www.foodspring.co.kr/goods/detail/885672
M00468,할라피뇨,기타,기타,237,FALSE,FALSE,FALSE,,,할라피뇨 슬라이스 800G 파로,5856,800G,800,G,3.5,https://www.foodspring.co.kr/goods/detail/532374
M00488,가자미,기타,기타,225,FALSE,FALSE,FALSE,,,가자미(100~150g/마리 KG),5460,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/656770
M00508,흑설탕,,,214,TRUE,FALSE,TRUE,,,흑설탕(소)(대한제당/푸드림)1kg,1760,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/807882
M00518,머위,기타,기타,208,FALSE,FALSE,FALSE,,,머위잎(500g/EA),4688,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/968955
M00528,늙은호박,채소류,열매채소,203,FALSE,TRUE,TRUE,채소류,,늙은호박 (2kg이상/국내산) 1통,13520,2kg,2,kg,3.5,https://www.foodspring.co.kr/goods/detail/945976
M00538,토란,기타,기타,197,FALSE,FALSE,FALSE,,,토란줄기,1520,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/310186
M00548,두부면,가공식품,두부·묵,191,FALSE,FALSE,FALSE,,,문봉 푸주 건두부면 163g 10개,24000,163g,163,g,4.5,https://www.foodspring.co.kr/goods/detail/58732
M00558,그래놀라,기타,기타,184,FALSE,FALSE,FALSE,,,그래놀라(저장/동서)1kg,6664,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/966025
M00568,깍두기,기타,기타,179,FALSE,FALSE,FALSE,,,깍두기김치(이화/숙성/국산)1kg,2400,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/963753
M00578,채소,기타,기타,174,TRUE,FALSE,TRUE,,,★매일시장특가★ 무순(150g/EA)/초특가 채소 야채,750,150g,150,g,1,https://www.foodspring.co.kr/goods/detail/621481
M00598,모시조,기타,기타,160,FALSE,FALSE,FALSE,,,모시조개(생물) 백모시(중국) 1kg,4400,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/638003
M00618,치아바타,기타,기타,151,FALSE,FALSE,FALSE,,,삼립 치아바타 400g,4000,400g,400,g,2.5,https://www.foodspring.co.kr/goods/detail/825074
M00628,고기,기타,기타,146,TRUE,FALSE,TRUE,,,주식회사 더고기(신선직배송),7136,2.5kg,2.5,kg,2.5,https://www.foodspring.co.kr/goods/detail/830239
M00638,미더덕,기타,기타,143,FALSE,FALSE,FALSE,,,미더덕(오만디/국내산/냉동)1kg,6200,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/964558
M00668,참치액젓,,,132,FALSE,FALSE,FALSE,,,참치액젓(한라 1.8Kg),21800,1.8Kg,1.8,Kg,3.5,https://www.foodspring.co.kr/goods/detail/504465
M00708,홍시,기타,기타,121,FALSE,FALSE,FALSE,,,냉동 홍시(컵 40g/EA)/국내산,615,40g,40,g,2.5,https://www.foodspring.co.kr/goods/detail/387003
M00728,청포도,과일·견과,과일,117,FALSE,TRUE,TRUE,과일류,,해태 과일촌 청포도드링크240ml,336,240ml,240,ml,4.5,https://www.foodspring.co.kr/goods/detail/682726
M00738,유채나물,채소류,잎채소,115,FALSE,FALSE,FALSE,,,데친유채나물(건조 KG),5048,1KG,1,KG,2.5,https://www.foodspring.co.kr/goods/detail/869681
M00748,멸치가루,,,112,FALSE,FALSE,FALSE,,,멸치가루 1kg 경동시장,12720,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/449823
M00788,페페로치노,기타,기타,102,FALSE,FALSE,FALSE,,,페페로치노(분쇄/신영)180g,6240,180g,180,g,3.5,https://www.foodspring.co.kr/goods/detail/817264
M00808,낫또,기타,기타,96,FALSE,FALSE,FALSE,,,"낫또, 150g, 호야,냉동",2640,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/694057
M00828,양지,기타,기타,92,FALSE,FALSE,FALSE,축산물,,양지뜰 사골분말 500g 가루,7126,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/366831
M00838,자숙문어,기타,기타,90,FALSE,FALSE,FALSE,,,자숙문어족(냉동/필리핀/300g)EA,7504,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/966569
M00848,돼지고기다짐육,,,88,FALSE,TRUE,TRUE,,,돼지고기다짐육 돈민찌 국내산 1kg,7200,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/948737
M00858,중력분,,,86,TRUE,FALSE,TRUE,,,중력분 밀가루 2.5kg 곰표,2880,2.5kg,2.5,kg,3.5,https://www.foodspring.co.kr/goods/detail/890366
M00868,포두부,가공식품,두부·묵,85,FALSE,FALSE,FALSE,,,포두부 500g/콩콩식품,3760,500g,500,g,6.5,https://www.foodspring.co.kr/goods/detail/758150
M00878,강낭콩,기타,기타,82,FALSE,FALSE,FALSE,,,강낭콩(소),1360,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/638171
M00888,병어,기타,기타,81,FALSE,FALSE,FALSE,,,"병어(냉동,상품,소제,국산)",8672,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/642987
M00898,무생채,기타,기타,80,FALSE,FALSE,FALSE,,,아삭하고 달달한 햇 무생채,12720,2kg,2,kg,1.5,https://www.foodspring.co.kr/goods/detail/882226
M00928,깐도라지,기타,기타,75,FALSE,FALSE,FALSE,,,깐도라지채(중국산)200g,1600,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/781453
M00938,홍갓,기타,기타,75,FALSE,FALSE,FALSE,,,순천 홍갓 피클 1kg 업소용 갓김치 밑반찬,13048,1kg,1,kg,2.3,https://www.foodspring.co.kr/goods/detail/645837
M00958,핑크솔트,기타,기타,72,TRUE,FALSE,TRUE,,,핑크솔트(히말라야),4400,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/608661
M00978,그린빈스,기타,기타,69,FALSE,FALSE,FALSE,,,"그린빈스(상품,냉동,중국)",2640,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/940881
M00988,카라멜소스,기타,기타,68,FALSE,FALSE,FALSE,,,"카라멜소스(천우식품,실온)",1848,190ml,190,ml,3.5,https://www.foodspring.co.kr/goods/detail/941443
M00998,연와사비,기타,기타,67,TRUE,FALSE,TRUE,,,"연와사비(대상,실온)",2456,95g,95,g,3.5,https://www.foodspring.co.kr/goods/detail/694307
M01008,크러쉬드페퍼,기타,기타,66,FALSE,FALSE,FALSE,,,크러쉬드페퍼(티알아이/340g)ea,11328,340g,340,g,3.5,https://www.foodspring.co.kr/goods/detail/968178
M01048,크린베리,기타,기타,62,FALSE,FALSE,FALSE,,,크린베리500g,4400,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/63998
M01058,대추방울토마토,채소류,열매채소,61,FALSE,TRUE,TRUE,채소류,,대추방울토마토(중) 750g[팩],4104,750g,750,g,3.5,https://www.foodspring.co.kr/goods/detail/885610
M01068,베이킹파우다,채소류,양념채소,60,FALSE,FALSE,FALSE,,,베이킹파우다 150g/금하,440,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/760359
M01078,카레분말,기타,기타,59,FALSE,FALSE,FALSE,,,카레분말(한국에스비/행복)1kg,5608,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/966990
M01088,우유식빵,유제품,우유·크림,58,TRUE,TRUE,TRUE,축산물,,소화가잘되는우유식빵,2240,420g,420,g,2.5,https://www.foodspring.co.kr/goods/detail/654539
M01158,분말스프,기타,기타,52,FALSE,FALSE,FALSE,,,까르보나라 분말스프 1kg,11120,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/834839
M01178,건두부,가공식품,두부·묵,51,FALSE,FALSE,FALSE,,,건두부(두부피/중국) 1kg 냉동,5264,1kg,1,kg,6.5,https://www.foodspring.co.kr/goods/detail/888205
M01188,버섯가루,채소류,버섯,50,FALSE,FALSE,FALSE,,,표고버섯가루 600g 경동시장,13840,600g,600,g,5.5,https://www.foodspring.co.kr/goods/detail/449872
M01208,건홍합,기타,기타,49,FALSE,TRUE,TRUE,수산물,,건홍합(500g/EA)/국내산,11063,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/497465
M01218,한치,기타,기타,48,FALSE,FALSE,FALSE,,,"한치 다리채 500g (S,냉동)",4676,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/555215
M01228,아보카도유,양념·기름,기름,48,FALSE,TRUE,TRUE,과일류,,알리안자 아보카도 오일 1L 아보카도유,13840,1L,1,L,3.45,https://www.foodspring.co.kr/goods/detail/735108
M01238,요거트파우더,채소류,양념채소,47,FALSE,FALSE,FALSE,,,요거트파우더(삼조/비쉐프),8400,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/659502
M01248,녹차,기타,기타,46,TRUE,FALSE,TRUE,,,녹차 10티백 12g 쿠우쿠우 1개,2880,12g,12,g,3.5,https://www.foodspring.co.kr/goods/detail/877078
M01258,양미리,기타,기타,46,FALSE,FALSE,FALSE,,,양미리(1두름_20마리입 700g/EA)/국내산,5888,700g,700,g,3.2,https://www.foodspring.co.kr/goods/detail/501038
M01268,비타민,기타,기타,45,FALSE,FALSE,FALSE,,,비타민/국내산 100g,960,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/706469
M01278,저당굴소스,양념·기름,당류,44,FALSE,FALSE,FALSE,,,이츠웰 저당굴소스(저당 2Kg/EA),7013,2Kg,2,Kg,3.5,https://www.foodspring.co.kr/goods/detail/887343
M01308,파인애플슬라이스,채소류,양념채소,43,TRUE,TRUE,TRUE,과일류,,파인애플슬라이스[SW]836g,2896,836g,836,g,3.5,https://www.foodspring.co.kr/goods/detail/849900
M01318,녹차파우더,채소류,양념채소,42,FALSE,FALSE,FALSE,,,포모나 녹차파우더(500g/EA),4463,500g,500,g,1.5,https://www.foodspring.co.kr/goods/detail/494391
M01328,빙수팥,기타,기타,41,FALSE,FALSE,FALSE,,,빙수팥(스위트웰)850g,4448,850g,850,g,3.5,https://www.foodspring.co.kr/goods/detail/965201
M01338,민물장어,기타,물·음료,41,FALSE,FALSE,FALSE,,,"민물장어,1Kg(pk(8미),훈제,냉동,상품,중국",28120,1Kg,1,Kg,3.15,https://www.foodspring.co.kr/goods/detail/627224
M01348,복분자,기타,기타,40,FALSE,FALSE,FALSE,,,복분자오디생즙 110ml x 10,9168,110ml,110,ml,3.5,https://www.foodspring.co.kr/goods/detail/899859
M01358,건무화과,기타,기타,40,FALSE,FALSE,FALSE,,,건무화과 (이란) 350g,6400,350g,350,g,3.5,https://www.foodspring.co.kr/goods/detail/749481
M01378,냉동돈까스,기타,기타,39,FALSE,FALSE,FALSE,수산물,,명가 등심돈까스 S 200g x5입 1kg 냉동돈까스 돈카츠,12232,200g,200,g,0.85,https://www.foodspring.co.kr/goods/detail/456822
M01388,동죽조,기타,기타,38,FALSE,FALSE,FALSE,,,활동죽조개(생물) 중★10kg(국산),35920,10kg,10,kg,2.5,https://www.foodspring.co.kr/goods/detail/958499
M01398,생김,어패류,해조류,38,FALSE,FALSE,FALSE,,,생김가루(200g/PAC)/국내산,8048,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/399346
M01428,하몽,기타,기타,37,FALSE,FALSE,FALSE,,,하몽슬라이스(밀렌시나스/씨엔제이/100g/스페인/냉장)ea,6320,100g,100,g,2.9,https://www.foodspring.co.kr/goods/detail/967088
M01438,씻은김치,어패류,해조류,36,FALSE,FALSE,FALSE,,,"씻은김치(씻은묵은지,씻은지) 10kg(중국)",15120,10kg,10,kg,3.3,https://www.foodspring.co.kr/goods/detail/165217
M01508,잔멸치,,,34,FALSE,FALSE,FALSE,,,국내산 지리 멸치500g 잔멸치 세멸치,5520,500g,500,g,1.45,https://www.foodspring.co.kr/goods/detail/923247
M01518,브라질너트,기타,기타,33,FALSE,FALSE,FALSE,,,브라질너트 500g/두리식품,16640,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/759256
M01528,세미드라이이스트,기타,기타,33,FALSE,FALSE,FALSE,,,세미드라이이스트(저당용/사프/선인)400g,5336,400g,400,g,3.35,https://www.foodspring.co.kr/goods/detail/847552
M01538,볶음용닭,육류·계란,닭고기,33,FALSE,FALSE,FALSE,,,올품 볶음용닭(국내산) 600g/1팩 1봉 냉동,3920,600g,600,g,4.2,https://www.foodspring.co.kr/goods/detail/834626
M01568,콩고물,기타,물·음료,32,FALSE,FALSE,FALSE,,,콩고물(후스타일/아임요)600g,4056,600g,600,g,3.5,https://www.foodspring.co.kr/goods/detail/964823
M01578,가람마살라,기타,기타,32,FALSE,FALSE,FALSE,,,가람마살라(중-신영)250g,6320,250g,250,g,3.5,https://www.foodspring.co.kr/goods/detail/817257
M01588,바닐라파우더,채소류,양념채소,32,FALSE,FALSE,FALSE,,,[아임요]바닐라파우더(500g),4400,500g,500,g,1.5,https://www.foodspring.co.kr/goods/detail/900766
M01608,찹쌀떡,곡류·면,떡,31,FALSE,TRUE,TRUE,식량작물,,흰찹쌀떡_60g*20ea/PK,8064,60g,60,g,2.5,https://www.foodspring.co.kr/goods/detail/750692
M01628,밤페이스트,기타,기타,31,FALSE,FALSE,FALSE,,,보늬밤페이스트 960g,16960,960g,960,g,2.5,https://www.foodspring.co.kr/goods/detail/886812
M01648,삶은무청,양념·기름,식초·발효,30,FALSE,FALSE,FALSE,,,삶은무청시래기 1kg[봉],2568,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/892013
M01658,실치,기타,기타,30,FALSE,FALSE,FALSE,,,임실치즈 구워먹는 치즈 250g,9520,250g,250,g,2.5,https://www.foodspring.co.kr/goods/detail/550680
M01688,파인소프트,채소류,양념채소,30,FALSE,FALSE,FALSE,,,파인소프트-202 100g,1280,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/749460
M01698,현미쌀,곡류·면,쌀,29,FALSE,FALSE,FALSE,식량작물,,현미쌀(일반/국산)1kg,4400,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/781119
M01738,포항초,기타,기타,28,FALSE,FALSE,FALSE,,,포항초 국내산 350g/단,3600,350g,350,g,3.5,https://www.foodspring.co.kr/goods/detail/589684
M01758,흰설탕,,,28,FALSE,FALSE,FALSE,,,"흰설탕,1Kg,삼양사,실온",2352,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/971945
M01778,유채,양념·기름,기름,28,FALSE,FALSE,FALSE,,,유채(냉동/유채/수입)1kg,2312,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/617701
M01818,식혜,기타,기타,27,FALSE,FALSE,FALSE,,,식혜(오별난/1.5L),2800,1.5L,1.5,L,3.5,https://www.foodspring.co.kr/goods/detail/618632
M01838,카스텔라,기타,기타,26,FALSE,FALSE,FALSE,,,"아르갈 초리조 카스텔라노 슬라이스 냉장, 80g",4080,80g,80,g,1.2,https://www.foodspring.co.kr/goods/detail/986832
M01848,우족,기타,기타,26,FALSE,FALSE,FALSE,,,다연 한우우족(KG),3053,1KG,1,KG,2.5,https://www.foodspring.co.kr/goods/detail/972498
M01878,삶은고구마,,,26,FALSE,TRUE,TRUE,,,삶은고구마줄기 1kg [봉],2880,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/843303
M01928,깻순,기타,기타,24,FALSE,FALSE,FALSE,,,깻순(국내산) 1kg,5760,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/816874
M01948,쿠키,기타,기타,24,FALSE,FALSE,FALSE,,,쿠키 카다이프 초코모찌 60g 1개입 카다이프 초코쿠키 모찌,1760,60g,60,g,2.85,https://www.foodspring.co.kr/goods/detail/988290
M01988,땅콩쨈,기타,기타,23,FALSE,TRUE,TRUE,특용작물,,"땅콩쨈[리고,땅콩버터] 1kg",7080,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/333633
M01998,매운갈비,,,23,FALSE,FALSE,FALSE,축산물,,오늘고기 돼지 매운갈비찜 5kg * 1팩,47200,5kg,5,kg,1.4,https://www.foodspring.co.kr/goods/detail/952856
M02008,오꼬노미야끼소스,,,23,FALSE,FALSE,FALSE,,,"오꼬노미야끼소스(이엔푸드,실온)",9240,1.8L,1.8,L,3.5,https://www.foodspring.co.kr/goods/detail/693824
M02018,탕수육,기타,기타,23,FALSE,FALSE,FALSE,,,탕수육(디딤돌),4800,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/517724
M02048,배추김치,,,22,TRUE,TRUE,TRUE,,,배추김치(슬라이스/수입)10KG,11600,10KG,10,KG,3.5,https://www.foodspring.co.kr/goods/detail/449858
M02068,초코볼,기타,기타,22,FALSE,FALSE,FALSE,,,초코볼,3600,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/517471
M02078,스테비아방울토마토,채소류,열매채소,22,FALSE,TRUE,TRUE,채소류,,냉동로스트스테비아방울토마토(하프컷 500g/EA),8648,500g,500,g,1.15,https://www.foodspring.co.kr/goods/detail/945239
M02098,숏파스타,채소류,양념채소,21,FALSE,FALSE,FALSE,,,데체코 파케리 파스타 500g 숏파스타 스파게티 건면,4160,500g,500,g,1.05,https://www.foodspring.co.kr/goods/detail/937132
M02118,만능육수,양념·기름,액젓·국물조미료,21,FALSE,FALSE,FALSE,,,곰서방 만능육수분말,12000,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/431737
M02138,감미료,기타,기타,21,FALSE,FALSE,FALSE,,,신진식품 신화당 대체당 사카린 감미료 50gX20개 1봉,14640,50g,50,g,0.95,https://www.foodspring.co.kr/goods/detail/531965
M02148,마스카포네,기타,기타,21,FALSE,FALSE,FALSE,,,마스카포네치즈(엘르바이르-1kg),13096,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/811353
M02158,영양부추,,,20,FALSE,TRUE,TRUE,,,영양부추 국내산 200g/단,1600,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/589610
M02188,커피엑기스,기타,기타,20,FALSE,FALSE,FALSE,,,프로바 커피엑기스(1Kg/EA),13890,1Kg,1,Kg,1.5,https://www.foodspring.co.kr/goods/detail/501309
M02208,풀치,기타,기타,20,FALSE,FALSE,FALSE,,,아침미소 갈치포(풀치) 1.5kg상,25600,1.5kg,1.5,kg,1.5,https://www.foodspring.co.kr/goods/detail/886093
M02248,다크초코,기타,기타,19,FALSE,FALSE,FALSE,,,다크초코렛칩(컴파운드/초코칩)1kg,6936,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/780301
M02258,사골곰탕육수,양념·기름,액젓·국물조미료,19,FALSE,FALSE,FALSE,,,곰탕엑기스 우골농축액 1kg 국내산 곰탕육수 곰탕농축액 사골곰탕육수,12400,1kg,1,kg,0.65,https://www.foodspring.co.kr/goods/detail/82195
M02268,청국장가루,곡류·면,밀가루·전분,19,FALSE,FALSE,FALSE,,,청국장가루 1kg 경동시장,18000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/449874
M02278,망고퓨레,과일·견과,과일,19,FALSE,TRUE,TRUE,과일류,,망고퓨레(상온/모닌)1L,21560,1L,1,L,3.5,https://www.foodspring.co.kr/goods/detail/965501
M02288,팝콘용옥수수,기타,기타,19,FALSE,TRUE,TRUE,식량작물,,팝콘용옥수수 907g/아하팝,2800,907g,907,g,3.5,https://www.foodspring.co.kr/goods/detail/760195
M02298,빠네빵,곡류·면,빵·곡식가공,19,FALSE,FALSE,FALSE,,,바게뜨롤(빠네빵/삼립),15480,200g,200,g,2.5,https://www.foodspring.co.kr/goods/detail/943424
M02308,한천분말,기타,기타,18,FALSE,FALSE,FALSE,,,한천분말(이슬 100g),6392,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/458936
