ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,상품명,가격,단위,단위_수치,단위_문자,score,url
M00386,스파게,채소류,양념채소,332,TRUE,FALSE,TRUE,,,바네띠 스파게티 500g (상온),840,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/894001
M00396,고수,기타,기타,322,FALSE,FALSE,FALSE,,,"고수 1단 (300g, 국내산)",2952,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/921150
M00406,불고기,기타,기타,310,TRUE,FALSE,TRUE,,,소불고기 구운주먹밥 100g,952,100g,100,g,2.5,https://www.foodspring.co.kr/goods/detail/848834
M00416,더덕,기타,기타,293,FALSE,FALSE,FALSE,,,더덕 무침 1kg,16000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/698062
M00436,피쉬소스,기타,기타,268,FALSE,FALSE,FALSE,,,"피쉬소스,295ml(병),몬유통,실온",2984,295ml,295,ml,3.5,https://www.foodspring.co.kr/goods/detail/694098
M00446,김장김치,어패류,해조류,255,FALSE,FALSE,FALSE,,,국내산 당일김장 해풍 고냉지 배추 김치 포기 김장김치 5kg,27304,5kg,5,kg,0.85,https://www.foodspring.co.kr/goods/detail/549274
M00456,케일,기타,기타,249,FALSE,TRUE,TRUE,채소류,,케일 국내산 100g,1200,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/589791
M00466,곶감,기타,기타,240,FALSE,FALSE,FALSE,,,곶감(30g/EA)/중국산,863,30g,30,g,3.5,https://www.foodspring.co.kr/goods/detail/501317
M00476,황기,기타,기타,233,FALSE,FALSE,FALSE,,,황기(국내산) 40g/한양,2000,40g,40,g,3.5,https://www.foodspring.co.kr/goods/detail/833851
M00486,녹말,기타,기타,227,FALSE,FALSE,FALSE,,,녹말요지 135g,600,135g,135,g,3.5,https://www.foodspring.co.kr/goods/detail/565465
M00496,건크랜베리,기타,기타,222,FALSE,FALSE,FALSE,,,"건크랜베리(상온,수입)",2024,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/942405
M00506,애플민트,기타,기타,214,FALSE,FALSE,FALSE,,,"애플민트 10g (팩,국내산)",700,10g,10,g,3.5,https://www.foodspring.co.kr/goods/detail/424221
M00516,생와사비,기타,기타,209,TRUE,FALSE,TRUE,,,생와사비(뚜레반/냉동),5872,750g,750,g,3.5,https://www.foodspring.co.kr/goods/detail/515822
M00526,고운고춧가루,,,204,FALSE,TRUE,TRUE,,,"고운고춧가루, 1kg, 중국산(마이셰프)",7040,1kg,1,kg,3.4,https://www.foodspring.co.kr/goods/detail/943287
M00536,북어채,기타,기타,199,FALSE,TRUE,TRUE,수산물,,북어채(100g/EA),4643,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/656400
M00546,닭날,육류·계란,닭고기,192,FALSE,FALSE,FALSE,,,사세 버팔로윙 1kg 치킨 닭고기 닭날개,14000,1kg,1,kg,6.4,https://www.foodspring.co.kr/goods/detail/102727
M00556,자몽,기타,기타,186,FALSE,TRUE,TRUE,과일류,,자몽 시럽 1L 모닌,20952,1L,1,L,3.5,https://www.foodspring.co.kr/goods/detail/536994
M00576,노두유,양념·기름,기름,175,FALSE,FALSE,FALSE,,,노두유 이금기 500G,3568,500G,500,G,3.5,https://www.foodspring.co.kr/goods/detail/515032
M00586,체리,기타,기타,165,FALSE,TRUE,TRUE,과일류,,체리(적색/화풍 /꼭지있는것)375g,3432,375g,375,g,3.5,https://www.foodspring.co.kr/goods/detail/48471
M00606,과일,기타,기타,156,FALSE,FALSE,FALSE,,,★수입과일특가★ 바나나(1송이 2Kg/EA) 초특가 과일,5138,2Kg,2,Kg,1.95,https://www.foodspring.co.kr/goods/detail/667308
M00616,혼다시,기타,기타,152,FALSE,FALSE,FALSE,,,혼다시(120g),2968,120g,120,g,3.5,https://www.foodspring.co.kr/goods/detail/618710
M00636,시리얼,기타,기타,144,FALSE,FALSE,FALSE,,,동서 그래놀라 시리얼 1kg,6636,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/976583
M00646,호떡믹스,곡류·면,떡,140,FALSE,FALSE,FALSE,,,호떡믹스 10kg/곰표,22000,10kg,10,kg,3.5,https://www.foodspring.co.kr/goods/detail/760354
M00656,대구,기타,기타,136,FALSE,FALSE,FALSE,,,대구농산 기장(500g/EA),1583,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/403880
M00666,불닭볶음면,곡류·면,면류,134,FALSE,FALSE,FALSE,,,불닭볶음면 멀티팩 140G X 5개입 삼양,5792,140G,140,G,5.35,https://www.foodspring.co.kr/goods/detail/543366
M00676,오리훈제,기타,기타,128,FALSE,FALSE,FALSE,,,오리훈제슬라이스 800g,6080,800g,800,g,3.5,https://www.foodspring.co.kr/goods/detail/893016
M00686,비름나물,채소류,잎채소,126,FALSE,FALSE,FALSE,,,비름나물 국내산 1kg 비듬나물 반찬,2872,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/794203
M00706,가다랑어,기타,기타,123,FALSE,FALSE,FALSE,,,냉동 참치회 가다랑어 속살 슬라이스,3520,100g,100,g,1.5,https://www.foodspring.co.kr/goods/detail/484917
M00716,잣,과일·견과,견과·씨앗,119,FALSE,FALSE,FALSE,,,잣/국내산 100g,15576,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/564509
M00726,쑥가루,곡류·면,밀가루·전분,117,FALSE,FALSE,FALSE,,,브레드가든 쑥가루 70g,2832,70g,70,g,1.5,https://www.foodspring.co.kr/goods/detail/959770
M00736,도토리가루,곡류·면,밀가루·전분,116,FALSE,FALSE,FALSE,,,청은에프엔비 도토리가루(400g/EA),5183,400g,400,g,1.45,https://www.foodspring.co.kr/goods/detail/873788
M00756,케챂,기타,기타,110,FALSE,FALSE,FALSE,,,식당용 케챂,5200,3.3kg,3.3,kg,2.5,https://www.foodspring.co.kr/goods/detail/958732
M00766,누텔라,기타,기타,107,FALSE,FALSE,FALSE,,,누텔라(매일유업)1kg/ea,12496,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/670698
M00796,월계수,기타,기타,100,FALSE,FALSE,FALSE,,,월계수잎 100g,2720,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/878200
M00806,머쉬마루버섯,채소류,버섯,96,FALSE,FALSE,FALSE,,,국내산 특품 머쉬마루버섯 500g,3760,500g,500,g,4.5,https://www.foodspring.co.kr/goods/detail/878213
M00816,트러플오일,기타,기타,95,FALSE,FALSE,FALSE,,,트러플오일(화이트)250ml,13600,250ml,250,ml,3.5,https://www.foodspring.co.kr/goods/detail/829713
M00826,바닐라향,기타,기타,92,FALSE,FALSE,FALSE,,,바닐라향 150g/신진,600,150g,150,g,3.5,https://www.foodspring.co.kr/goods/detail/760227
M00836,쌀국수면,곡류·면,면류,90,FALSE,FALSE,FALSE,,,몬라이스 쌀국수면 250g 3mm,1280,250g,250,g,3.5,https://www.foodspring.co.kr/goods/detail/449013
M00866,알밤,기타,기타,85,FALSE,FALSE,FALSE,,,"(공주,부여)유기농알밤",7200,1kg,1,kg,1.5,https://www.foodspring.co.kr/goods/detail/747695
M00876,생선,기타,기타,83,FALSE,FALSE,FALSE,수산물,,흰살 생선 튀김 어묵 660g (22g X 30개),8720,660g,660,g,2.1,https://www.foodspring.co.kr/goods/detail/685636
M00886,겨자소스,기타,기타,82,FALSE,FALSE,FALSE,,,겨자소스 1kg/미담,3040,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/760405
M00896,넛맥,기타,기타,80,FALSE,FALSE,FALSE,,,넛맥분말(스위트웰/500g)ea,18888,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/965898
M00926,닭발,육류·계란,닭고기,76,FALSE,FALSE,FALSE,,,닭발(무뼈),3520,200g,200,g,5.5,https://www.foodspring.co.kr/goods/detail/531561
M00936,그린키위,과일·견과,과일,75,FALSE,FALSE,FALSE,,,그린키위(90g내외*5입 450g/EA),4508,90g,90,g,3.4,https://www.foodspring.co.kr/goods/detail/969967
M00946,우리밀,기타,기타,74,TRUE,FALSE,TRUE,,,우리밀 밀가루(백설 750g),3168,750g,750,g,3.5,https://www.foodspring.co.kr/goods/detail/504708
M00956,닭똥집,육류·계란,닭고기,73,FALSE,FALSE,FALSE,,,닭똥집 근위/냉동/국내산 1kg,5000,1kg,1,kg,5.5,https://www.foodspring.co.kr/goods/detail/565572
M00966,백만송이버섯,채소류,버섯,71,FALSE,FALSE,FALSE,,,백만송이버섯(150g/EA)/국내산,1493,150g,150,g,6.5,https://www.foodspring.co.kr/goods/detail/501221
M00976,다진소고기,,,70,FALSE,FALSE,FALSE,,,카보트 그라운드 우민찌 업소용 다진소고기 다짐육 450g X 30,116792,450g,450,g,-0.3,https://www.foodspring.co.kr/goods/detail/911808
M00986,해바라기씨유,양념·기름,기름,68,FALSE,FALSE,FALSE,,,화이트 트러플 오일 알 타르투포 비얀코 해바라기씨유 250ML,21048,250ML,250,ML,2.8,https://www.foodspring.co.kr/goods/detail/526647
M00996,장조림,기타,기타,67,FALSE,FALSE,FALSE,,,롯데 장조림 80g,1248,80g,80,g,2.5,https://www.foodspring.co.kr/goods/detail/833662
M01006,소라,기타,기타,66,FALSE,FALSE,FALSE,,,소라치 부타돈타레(2.3Kg/EA),20850,2.3Kg,2.3,Kg,3.5,https://www.foodspring.co.kr/goods/detail/649084
M01026,명엽채,기타,기타,64,FALSE,FALSE,FALSE,,,명엽채(500g/EA)/베트남산,3315,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/399398
M01046,산초가루,곡류·면,밀가루·전분,62,FALSE,FALSE,FALSE,,,산초가루 40g/솔표,2080,40g,40,g,3.5,https://www.foodspring.co.kr/goods/detail/760412
M01066,생콩가루,곡류·면,밀가루·전분,60,FALSE,FALSE,FALSE,,,생콩가루 400g,1680,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/946840
M01076,습식찹쌀가루,곡류·면,밀가루·전분,59,FALSE,TRUE,TRUE,식량작물,,삼화F&B 습식찹쌀가루(5Kg/EA),22973,5Kg,5,Kg,1.5,https://www.foodspring.co.kr/goods/detail/500842
M01096,손두부,가공식품,두부·묵,58,FALSE,FALSE,FALSE,,,손두부/수입산 420g,1480,420g,420,g,6.5,https://www.foodspring.co.kr/goods/detail/564606
M01116,나물,채소류,잎채소,56,TRUE,FALSE,TRUE,,,콩나물(세척_상 국용_반찬용 KG),1065,1KG,1,KG,2.5,https://www.foodspring.co.kr/goods/detail/499788
M01126,요리유,양념·기름,기름,56,FALSE,FALSE,FALSE,,,오양 요리유부 500g,4808,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/886616
M01136,문어다리,기타,기타,55,FALSE,FALSE,FALSE,,,"문어다리 슬라이스 800g (냉동, 자숙, 타코야끼용)",13600,800g,800,g,3,https://www.foodspring.co.kr/goods/detail/490617
M01146,월남쌈소스,채소류,잎채소,54,FALSE,FALSE,FALSE,,,월남쌈소스(하이몬)295ml,3632,295ml,295,ml,3.5,https://www.foodspring.co.kr/goods/detail/964085
M01156,백태,기타,기타,53,FALSE,FALSE,FALSE,,,백태(상품 일반 500g/EA),3300,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/689689
M01186,해파리,채소류,양념채소,50,FALSE,FALSE,FALSE,,,해파리채 1kg,6000,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/758775
M01196,타바스코소스,기타,기타,49,FALSE,FALSE,FALSE,,,타바스코소스(소),3200,60ml,60,ml,3.5,https://www.foodspring.co.kr/goods/detail/550788
M01206,생강채,기타,기타,49,FALSE,TRUE,TRUE,채소류,,오케이 초생강채(백색) 1.3kg,1760,1.3kg,1.3,kg,2.5,https://www.foodspring.co.kr/goods/detail/830122
M01216,삼겹살,,,48,TRUE,FALSE,TRUE,,,삼겹살 보쌈용 500g (오스트리아산),5040,500g,500,g,3.45,https://www.foodspring.co.kr/goods/detail/3639
M01226,동태살,기타,기타,48,FALSE,FALSE,FALSE,,,동태살(통포/170~220g/러시아)1kg,6192,220g,220,g,3.35,https://www.foodspring.co.kr/goods/detail/964244
M01236,호밀식빵,곡류·면,빵·곡식가공,47,FALSE,FALSE,FALSE,,,삼립 호밀식빵 720g 냉동,2560,720g,720,g,2.5,https://www.foodspring.co.kr/goods/detail/936530
M01256,강황,기타,기타,46,FALSE,FALSE,FALSE,,,강황가루 500g 울금,4640,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/924194
M01266,콩고기,기타,기타,45,FALSE,FALSE,FALSE,,,쏘이마루 콩고기 500g,5520,500g,500,g,2.5,https://www.foodspring.co.kr/goods/detail/925476
M01276,삶은죽순,기타,기타,44,FALSE,FALSE,FALSE,,,삶은죽순(염장 1Kg/EA),17348,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/868462
M01286,짤주머니,기타,주류,44,FALSE,FALSE,FALSE,,,짤주머니(롤비닐/14인치)100매,2608,100매,100,매,2.5,https://www.foodspring.co.kr/goods/detail/847590
M01306,엔초비,기타,기타,43,FALSE,FALSE,FALSE,,,리졸리 엔초비 720g (상온),21492,720g,720,g,2.5,https://www.foodspring.co.kr/goods/detail/678676
M01316,종이컵,기타,기타,42,FALSE,FALSE,FALSE,,,종이컵(6.5oz_184mL*50입),624,184mL,184,mL,3.5,https://www.foodspring.co.kr/goods/detail/889065
M01326,컬리플라워,기타,기타,42,FALSE,FALSE,FALSE,,,컬리플라워 1kg 냉동,2856,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/952922
M01336,꼬마전복,기타,기타,41,FALSE,TRUE,TRUE,수산물,,꼬마전복살(자숙 200g/EA),9675,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/656685
M01366,엑스트라버진올리브오일,,,40,FALSE,FALSE,FALSE,,,디벨라 엑스트라버진올리브오일클래식1L,21296,1L,1,L,1.5,https://www.foodspring.co.kr/goods/detail/953801
M01376,낙지젓갈,어패류,두족류,39,TRUE,FALSE,TRUE,,,!낙지젓갈(중국산),12800,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/558933
M01386,성게,기타,기타,39,FALSE,FALSE,FALSE,,,성게알(우니/페루) 100g 냉동,15728,100g,100,g,3.5,https://www.foodspring.co.kr/goods/detail/888316
M01396,국멸치,,,38,FALSE,FALSE,FALSE,,,청우 진국멸치육수 1kg,5840,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/835772
M01406,건곤드레,기타,기타,38,FALSE,FALSE,FALSE,,,"건곤드레,200g(pk),국산",9000,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/693301
M01426,코코아분말,기타,기타,37,FALSE,FALSE,FALSE,,,코코아분말(350g/EA),7793,350g,350,g,3.5,https://www.foodspring.co.kr/goods/detail/882344
M01446,홍어,기타,기타,36,FALSE,FALSE,FALSE,,,홍어회(200G)아르헨티나,6928,200G,200,G,3.5,https://www.foodspring.co.kr/goods/detail/843913
M01506,홀스래디쉬소스,기타,기타,34,FALSE,FALSE,FALSE,,,대상 홀스래디쉬소스(2Kg/EA),9698,2Kg,2,Kg,1.5,https://www.foodspring.co.kr/goods/detail/955811
M01516,초생강,기타,기타,34,FALSE,TRUE,TRUE,채소류,,초생강(백/이엔)1.3kg,2472,1.3kg,1.3,kg,3.5,https://www.foodspring.co.kr/goods/detail/617593
M01526,스프,기타,기타,33,TRUE,FALSE,TRUE,,,스프라이트 사이다 355ml*24캔,13986,355ml,355,ml,3.5,https://www.foodspring.co.kr/goods/detail/420313
M01546,시즈닝,기타,기타,33,FALSE,FALSE,FALSE,,,파프리카 시즈닝 400g,4960,400g,400,g,2.5,https://www.foodspring.co.kr/goods/detail/924763
M01556,해물육수,,,32,FALSE,FALSE,FALSE,,,해물육수진국(청우),6800,900ml,900,ml,3.5,https://www.foodspring.co.kr/goods/detail/550769
M01576,혼쯔유,양념·기름,기름,32,FALSE,FALSE,FALSE,,,혼쯔유(코이다시) 500ml/기꼬만,5200,500ml,500,ml,3.5,https://www.foodspring.co.kr/goods/detail/757663
M01636,동치미,기타,기타,31,TRUE,FALSE,TRUE,,,"동치미,1Kg,실온,중숙,국산",2168,1Kg,1,Kg,3.5,https://www.foodspring.co.kr/goods/detail/651776
M01646,해초,기타,기타,30,FALSE,FALSE,FALSE,,,해초곤약 400g,1592,400g,400,g,3.5,https://www.foodspring.co.kr/goods/detail/564522
M01686,라임주스,기타,주류,30,FALSE,FALSE,FALSE,,,라임주스(농축 퍼시픽초이스 1L) 농축주스 카페재료 칵테일재료 업소용주스 주류믹서 카페 바 레스토랑,9520,1L,1,L,4.75,https://www.foodspring.co.kr/goods/detail/55098
M01696,밤다이스,기타,기타,29,FALSE,FALSE,FALSE,,,진산 밤다이스 340g,4880,340g,340,g,2.5,https://www.foodspring.co.kr/goods/detail/783571
M01706,건곤드레나물,채소류,잎채소,29,FALSE,FALSE,FALSE,,,데친건곤드레나물(중국산)1kg,7840,1kg,1,kg,2.5,https://www.foodspring.co.kr/goods/detail/781193
M01716,생칼국수면,곡류·면,면류,29,FALSE,FALSE,FALSE,,,"생칼국수면[뉴마포,신선급냉]2kg",5616,2kg,2,kg,5.5,https://www.foodspring.co.kr/goods/detail/398890
M01736,황태대가리,기타,기타,28,FALSE,FALSE,FALSE,수산물,,온국민 황태 머리 황태대가리 800g 냉장,15190,800g,800,g,1.35,https://www.foodspring.co.kr/goods/detail/861160
M01756,솔치,기타,기타,28,FALSE,FALSE,FALSE,,,국산 청어(솔치) 다시 국물용 멸치 1.5kg (20-484),8160,1.5kg,1.5,kg,1.8,https://www.foodspring.co.kr/goods/detail/971127
M01766,핫케잌가루,곡류·면,밀가루·전분,28,FALSE,FALSE,FALSE,,,핫케잌가루(믹스/오뚜기)1kg,4536,1kg,1,kg,3.5,https://www.foodspring.co.kr/goods/detail/619446
M01786,야채믹스,기타,기타,27,FALSE,FALSE,FALSE,,,야채믹스후레이크 300g 경동시장,7200,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/449970
M01796,비닐,기타,기타,27,FALSE,FALSE,FALSE,,,파란비닐50L(63*80),6000,50L,50,L,2.5,https://www.foodspring.co.kr/goods/detail/921653
M01816,깜빠뉴,기타,기타,27,FALSE,FALSE,FALSE,,,파베통밀깜빠뉴(2개입),4800,2개입,2,개입,1.5,https://www.foodspring.co.kr/goods/detail/652506
M01826,앙금,기타,기타,27,FALSE,FALSE,FALSE,,,앙금헤라170일반,1040,1EA,1,EA,2.5,https://www.foodspring.co.kr/goods/detail/784655
M01846,월남쌈,채소류,잎채소,26,FALSE,FALSE,FALSE,,,월남쌈(장미 16cm) 300g,1360,300g,300,g,3.5,https://www.foodspring.co.kr/goods/detail/839244
M01856,말린고추,채소류,열매채소,26,FALSE,FALSE,FALSE,,,미드미 월남고추 1kg 베트남고추 매운 말린고추 건고추 땡초,12320,1kg,1,kg,0.85,https://www.foodspring.co.kr/goods/detail/540501
M01866,홍게액,기타,기타,26,FALSE,FALSE,FALSE,,,사조 홍게액900g,5144,900g,900,g,2.5,https://www.foodspring.co.kr/goods/detail/724164
M01876,죠리퐁,기타,기타,26,FALSE,FALSE,FALSE,,,죠리퐁,872,16EA,16,EA,2.5,https://www.foodspring.co.kr/goods/detail/682296
M01886,청각,양념·기름,식초·발효,25,FALSE,FALSE,FALSE,,,건청각(250g/EA),7320,250g,250,g,2.5,https://www.foodspring.co.kr/goods/detail/946246
M01896,모듬새싹,기타,기타,25,FALSE,FALSE,FALSE,,,모듬새싹 小/수입산 50g,520,50g,50,g,3.5,https://www.foodspring.co.kr/goods/detail/564901
M01906,발효버터,유제품,버터,25,FALSE,FALSE,FALSE,,,이즈니고메버터 500g (프랑스 발효버터),11840,500g,500,g,6.35,https://www.foodspring.co.kr/goods/detail/829605
M01936,라면사리,,,24,FALSE,FALSE,FALSE,,,라면사리(개별) 110g/오뚜기,280,110g,110,g,3.5,https://www.foodspring.co.kr/goods/detail/760241
M01956,방풍,기타,기타,24,FALSE,FALSE,FALSE,,,방풍나물/국내산 500g,3984,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/564561
M01996,가당생크림,유제품,우유·크림,23,FALSE,FALSE,FALSE,,,무가당생크림-홉라(1L)(선인/냉장),4000,1L,1,L,3.5,https://www.foodspring.co.kr/goods/detail/807925
M02016,버미셀리,기타,기타,23,FALSE,FALSE,FALSE,,,"버미셀리면, 200g, 상온",1352,200g,200,g,3.5,https://www.foodspring.co.kr/goods/detail/693142
M02026,후리가께,기타,기타,23,FALSE,FALSE,FALSE,,,"후리가께[이엔,가쓰오풍]500g",6000,500g,500,g,3.5,https://www.foodspring.co.kr/goods/detail/81087
