ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,std_name_2nd,source_file,std_name_normalized
M00134,김치국물,어패류,해조류,1796,False,False,False,,,김치국물,완1,
M00184,봄동,기타,기타,946,False,False,False,,,봄동,완1,
M00264,미원,기타,기타,569,True,False,True,,,미원,완1,
M00434,다시물,기타,물·음료,269,False,False,False,,,다시물,완1,
M00574,토마토소스,채소류,열매채소,176,False,True,True,채소류,,토마토소스,완1,
M00594,코코넛가루,곡류·면,밀가루·전분,161,False,False,False,,,코코넛가루,완1,
M00604,샐러드야채,기타,기타,157,False,False,False,,,샐러드야채,완1,
M00654,다시마물,,,138,False,False,False,,,다시마물,완1,
M00744,열무김치국물,어패류,해조류,113,False,True,True,채소류,,열무김치국물,완1,
M00814,디종머스터드,기타,기타,95,False,False,False,,,디종머스터드,완1,
M00844,크레미,기타,기타,88,False,False,False,,,크레미,완1,
M00864,고추장,,,86,False,False,False,,,고추장,완1,
M00904,끓는물,기타,물·음료,79,False,False,False,,,끓는물,완1,
M00914,파슬리가루,곡류·면,밀가루·전분,77,False,False,False,,,파슬리가루,완1,
M00944,에리스리,기타,기타,74,False,False,False,,,에리스리,완1,
M00954,플레인요플레,기타,기타,73,False,False,False,,,플레인요플레,완1,
M00974,다시마우린물,,,70,False,False,False,,,다시마우린물,완1,
M00994,과메기,기타,기타,67,False,False,False,,,과메기,완1,
M01014,백설요리유,양념·기름,기름,66,False,False,False,,,요리유,완1,
M01024,양파즙,,,64,False,True,True,,,양파즙,완1,
M01034,올리고당,양념·기름,당류,63,False,False,False,,,올리고당,완1,
M01044,허브소금,,,62,False,False,False,,,허브소금,완1,
M01054,매운건고추,채소류,열매채소,61,False,True,True,채소류,,매운건고추,완1,
M01074,스테이크소스,,,59,False,False,False,,,스테이크소스,완1,
M01204,천연가루,곡류·면,밀가루·전분,49,False,False,False,,,천연가루,완1,
M01244,고추청,채소류,열매채소,46,False,False,False,,,고추청,완1,
M01334,조미료,기타,기타,41,False,False,False,,,조미료,완1,
M01364,단호박,채소류,열매채소,40,False,True,True,채소류,,단호박,완1,
M01384,단단한두부,가공식품,두부·묵,39,False,False,False,,,단단한두부,완1,
M01394,매운고추가루,,,38,False,False,False,,,매운고추가루,완1,
M01404,민들레,기타,기타,38,False,False,False,,,민들레,완1,
M01444,매운굴소스,기타,기타,36,False,False,False,,,매운굴소스,완1,
M01484,동치미국물,기타,물·음료,35,False,False,False,,,동치미국물,완1,
M01494,간사과,과일·견과,과일,34,False,True,True,과일류,,간사과,완1,
M01524,김치잎,어패류,해조류,33,False,False,False,,,김치잎,완1,
M01554,매운칠리고추,채소류,열매채소,32,False,False,False,,,매운칠리고추,완1,
M01564,아로니아가루,곡류·면,밀가루·전분,32,False,False,False,,,아로니아가루,완1,
M01604,귀리,기타,기타,31,False,True,True,식량작물,,귀리,완1,
M01614,밥물,기타,물·음료,31,False,False,False,,,밥물,완1,
M01624,김치,어패류,해조류,31,False,False,False,,,김치,완1,
M01664,청크초콜릿,양념·기름,식초·발효,30,False,False,False,,,청크초콜릿,완1,
M01674,버섯,채소류,버섯,30,False,False,False,,,버섯,완1,
M01694,가와지1호쌀,곡류·면,쌀,29,False,False,False,,,가와지1호쌀,완1,
M01704,포도즙,과일·견과,과일,29,False,True,True,과일류,,포도즙,완1,
M01714,삼계탕용닭,육류·계란,닭고기,29,False,False,False,,,삼계탕용닭,완1,
M01724,나물,채소류,잎채소,29,False,False,False,,,나물,완1,
M01784,저염맛간,,,27,False,False,False,,,저염맛간,완1,
M01794,둥지물냉면,곡류·면,면류,27,False,False,False,,,둥지물냉면,완1,
M01864,아몬드우유,과일·견과,견과·씨앗,26,False,True,True,특용작물,,아몬드우유,완1,
M01884,아오리사과,과일·견과,과일,26,False,True,True,과일류,,아오리사과,완1,
M01924,토마토,채소류,열매채소,24,False,True,True,채소류,,토마토,완1,
M01934,산야초효소,기타,기타,24,False,False,False,,,산야초효소,완1,
M01944,고수,기타,기타,24,False,False,False,,,고수,완1,
M01954,생강소스,기타,기타,24,False,True,True,채소류,,생강소스,완1,
M01964,버섯류,채소류,버섯,24,False,False,False,,,버섯류,완1,
M01984,저염된,기타,기타,23,False,False,False,,,저염된,완1,
M02004,울금가루,곡류·면,밀가루·전분,23,False,False,False,,,울금가루,완1,
M02014,현미찰밥,기타,기타,23,False,False,False,식량작물,,현미찰밥,완1,
M02094,옥수수콘통조림,기타,기타,21,False,True,True,식량작물,,옥수수콘통조림,완1,
M02114,맛송이버섯,채소류,버섯,21,False,False,False,,,맛송이버섯,완1,
M02134,스위트린,기타,기타,21,False,False,False,,,스위트린,완1,
M02174,다진신김치,어패류,해조류,20,False,False,False,,,다진신김치,완1,
M02194,표고소금,,,20,False,False,False,,,표고소금,완1,
M02214,마늘,,,20,False,False,False,,,마늘,완1,
M02254,버터밀크,유제품,버터,19,False,False,False,,,버터밀크,완1,
M02294,푸실리파스타,채소류,양념채소,19,False,False,False,,,푸실리파스타,완1,
M02314,무가당코코아,양념·기름,당류,18,False,False,False,,,무가당코코아,완1,
M02324,국내산광어,기타,기타,18,False,False,False,,,국내산광어,완1,
M02364,맛술,기타,기타,18,False,False,False,,,맛술,완1,
M02394,양파,,,18,False,True,True,,,양파,완1,
M02404,물메기,기타,물·음료,17,False,False,False,,,물메기,완1,
M02434,우거지,기타,기타,17,False,False,False,,,우거지,완1,
M02474,과일즙,기타,기타,17,False,False,False,,,과일즙,완1,
M02484,메밀소바장국,기타,기타,17,False,True,True,식량작물,,메밀소바장국,완1,
M02514,다진청피망,양념·기름,식초·발효,16,False,True,True,채소류,,다진청피망,완1,
M02524,갈비,기타,기타,16,False,False,False,축산물,,갈비,완1,
M02554,백종원만능간,,,16,False,False,False,,,백종원만능간,완1,
M02574,샐러드,기타,기타,16,False,False,False,,,샐러드,완1,
M02594,현미가래떡,곡류·면,떡,16,False,False,False,식량작물,,현미가래떡,완1,
M02604,돼지고기안심,,,16,False,True,True,,,돼지고기안심,완1,
M02614,소고기육수,,,16,False,False,False,,,소고기육수,완1,
M02634,버섯야채육수,,,15,False,False,False,,,버섯야채육수,완1,
M02644,스틱버터,유제품,버터,15,False,False,False,,,스틱버터,완1,
M02664,연두에센스,기타,기타,15,False,False,False,,,연두에센스,완1,
M02714,두부마요네즈,양념·기름,기타양념,15,False,False,False,,,두부마요네즈,완1,
M02734,참다래,기타,기타,14,False,True,True,과일류,,참다래,완1,
M02754,쿠키반죽생지,기타,기타,14,False,False,False,,,쿠키반죽생지,완1,
M02774,사과조림,과일·견과,과일,14,False,True,True,과일류,,사과조림,완1,
M02804,사과,과일·견과,과일,14,False,True,True,과일류,,사과,완1,
M02854,파인애플쥬스,채소류,양념채소,14,False,True,True,과일류,,파인애플쥬스,완1,
M02864,바질,기타,기타,14,False,False,False,,,바질,완1,
M02884,오리고기훈제,,,14,False,False,False,,,오리고기훈제,완1,
M02894,미나리,기타,기타,13,False,True,True,채소류,,미나리,완1,
M02904,크러시드레드페퍼,기타,기타,13,False,False,False,,,크러시드레드페퍼,완1,
M02914,올리브잎,,,13,False,False,False,,,올리브잎,완1,
M02924,오코노미야키소스,기타,기타,13,False,False,False,,,오코노미야키소스,완1,
M02984,어린새싹,기타,기타,13,False,False,False,,,어린새싹,완1,
M02994,아이비크래커,기타,기타,13,False,False,False,,,아이비크래커,완1,
M03044,생홍합,기타,기타,12,False,True,True,수산물,,생홍합,완1,
M03074,페페론치니,기타,기타,12,False,False,False,,,페페론치니,완1,
M03114,브랜디,기타,기타,12,False,False,False,,,브랜디,완1,
M03144,검은콩콩국물,기타,물·음료,12,False,False,False,,,검은콩콩국물,완1,
M03154,표고버섯우린물,,,12,False,True,True,,,표고버섯우린물,완1,
M03164,어니언파우더,채소류,양념채소,12,False,False,False,,,어니언파우더,완1,
M03184,불가리스,기타,기타,12,True,False,True,,,불가리스,완1,
M03204,다이제쿠키,기타,기타,12,False,False,False,,,다이제쿠키,완1,
M03274,또띠아,기타,기타,11,False,False,False,,,또띠아,완1,
M03284,캔토마토,채소류,열매채소,11,False,True,True,채소류,,캔토마토,완1,
M03324,목이버섯,채소류,버섯,11,False,False,False,,,목이버섯,완1,
M03354,김치한,어패류,해조류,11,False,False,False,,,김치한,완1,
M03374,현미,기타,기타,11,False,False,False,식량작물,,현미,완1,
M03384,홍합삶은물,기타,물·음료,11,False,True,True,수산물,,홍합삶은물,완1,
M03394,밤꿀,기타,기타,11,False,False,False,,,밤꿀,완1,
M03414,코팅다크초콜릿,기타,기타,11,False,False,False,,,코팅다크초콜릿,완1,
M03434,라이스페이퍼여러,기타,기타,11,False,False,False,,,라이스페이퍼여러,완1,
M03444,돼지고기,,,10,False,True,True,,,돼지고기,완1,
M03454,수미칩,기타,기타,10,False,False,False,,,수미칩,완1,
M03464,검은콩,기타,기타,10,False,False,False,,,검은콩,완1,
M03484,소바장국,기타,기타,10,False,False,False,,,소바장국,완1,
M03514,시나몬가루,곡류·면,밀가루·전분,10,False,False,False,,,시나몬가루,완1,
M03524,꽃등심,기타,기타,10,False,False,False,축산물,,꽃등심,완1,
M03544,연두청양초,,,10,False,False,False,,,연두청양초,완1,
M03574,피스타치오분태,기타,기타,10,False,False,False,,,피스타치오분태,완1,
M03604,다진마늘,,,10,False,False,False,,,다진마늘,완1,
M03634,딸기크런치,기타,기타,10,False,True,True,채소류,,딸기크런치,완1,
M03664,분말짜,기타,기타,10,False,False,False,,,분말짜,완1,
M03734,비트,기타,기타,10,False,False,False,,,비트,완1,
M03744,핫케익믹스,기타,기타,10,False,False,False,,,핫케익믹스,완1,
M03784,떡볶이떡,곡류·면,떡,9,False,False,False,,,떡볶이떡,완1,
M03794,다시다,양념·기름,액젓·국물조미료,9,False,False,False,,,다시다,완1,
M03814,코코아파우더,채소류,양념채소,9,False,False,False,,,코코아파우더,완1,
M03824,크러쉬드레드페퍼,기타,기타,9,False,False,False,,,크러쉬드레드페퍼,완1,
M03834,호박,채소류,열매채소,9,False,True,True,채소류,,호박,완1,
M03844,건조매생이블럭,기타,기타,9,False,False,False,,,건조매생이블럭,완1,
M03874,사골육수,양념·기름,액젓·국물조미료,9,False,False,False,,,사골육수,완1,
M03884,커스타드크림,유제품,우유·크림,9,False,False,False,,,커스타드크림,완1,
M03904,가지나물,채소류,잎채소,9,False,True,True,채소류,,가지나물,완1,
M03914,파뿌리,채소류,양념채소,9,False,False,False,,,파뿌리,완1,
M03934,유러피언채소,양념·기름,기름,9,False,False,False,,,유러피언채소,완1,
M03944,미림,양념·기름,식초·발효,9,False,False,False,,,미림,완1,
M03974,우유,유제품,우유·크림,9,False,True,True,축산물,,우유,완1,
M03984,견과류분태,기타,기타,9,False,False,False,,,견과류분태,완1,
M03994,현미라이스페이퍼,기타,기타,9,False,False,False,식량작물,,현미라이스페이퍼,완1,
M04004,돈까스용등심,기타,기타,9,False,False,False,축산물,,등심,완1,
M04024,까니리액젓,양념·기름,액젓·국물조미료,9,False,False,False,,,까니리액젓,완1,
M04034,곤드레나물,채소류,잎채소,9,False,False,False,,,곤드레나물,완1,
M04084,검은콩서리태,기타,기타,8,False,False,False,,,검은콩서리태,완1,
M04094,도토리묵,가공식품,두부·묵,8,False,False,False,,,도토리묵,완1,
M04104,돼지갈비,,,8,False,True,True,,,돼지갈비,완1,
M04114,홍영의대게백간,기타,기타,8,False,False,False,,,홍영의대게백간,완1,
M04134,홍삼가루,곡류·면,밀가루·전분,8,False,False,False,,,홍삼가루,완1,
M04164,빨간색식용색소,기타,기타,8,False,False,False,,,빨간색식용색소,완1,
M04184,삼색나물,채소류,잎채소,8,False,False,False,,,삼색나물,완1,
M04224,잘게썰은김치,어패류,해조류,8,False,False,False,,,잘게썰은김치,완1,
M04244,매실액기스,기타,기타,8,False,False,False,,,매실액기스,완1,
M04264,커버춰다크초콜릿,기타,기타,8,False,False,False,,,커버춰다크초콜릿,완1,
M04274,견과류아몬드,과일·견과,견과·씨앗,8,False,True,True,,,견과류아몬드,완1,
M04294,참나물,채소류,잎채소,8,False,False,False,,,참나물,완1,
M04314,양파껍질,,,8,True,True,True,,,양파껍질,완1,
M04334,진간장,,,8,False,False,False,,,진간장,완1,
M04344,카레용고기,기타,기타,8,False,False,False,,,고기,완1,
M04374,마늘소금,,,8,False,False,False,,,마늘소금,완1,
M04384,먹다남은치킨,기타,기타,8,False,False,False,,,먹다남은치킨,완1,
M04394,엿기름,기타,기타,8,False,False,False,,,엿기름,완1,
M04414,마른홍고추,,,8,False,False,False,,,마른홍고추,완1,
M04424,딸기퓌레,,,8,False,True,True,,,딸기퓌레,완1,
M04434,소금,,,8,False,False,False,,,소금,완1,
M04444,멸치,,,8,False,False,False,,,멸치,완1,
M04454,팝콘옥수수,기타,기타,8,False,True,True,식량작물,,팝콘옥수수,완1,
M04464,케찹,,,8,False,False,False,,,케첩,완1,
M04484,사골국물가루,곡류·면,밀가루·전분,7,False,False,False,,,사골국물가루,완1,
M04494,농심얼큰장칼국수,곡류·면,면류,7,False,False,False,,,얼큰장칼국수,완1,
M04514,생강,기타,기타,7,False,True,True,채소류,,생강,완1,
M04524,깍두기,기타,기타,7,False,False,False,,,깍두기,완1,
M04534,흰생우유,유제품,우유·크림,7,False,True,True,축산물,,흰생우유,완1,
M04544,전분,곡류·면,밀가루·전분,7,False,False,False,,,전분,완1,
M04554,생크림,유제품,우유·크림,7,False,False,False,,,생크림,완1,
M04574,프레첼과자,기타,기타,7,False,False,False,,,프레첼과자,완1,
M04594,각한,기타,기타,7,False,False,False,,,각한,완1,
M04614,톳페스토,기타,기타,7,False,False,False,,,톳페스토,완1,
M04634,디포리,기타,기타,7,False,False,False,,,디포리,완1,
M04644,딸기콩포트,기타,기타,7,False,True,True,,,딸기콩포트,완1,
M04654,보말,기타,기타,7,False,False,False,,,보말,완1,
M04694,피스타치오,기타,기타,7,False,False,False,,,피스타치오,완1,
M04704,플랙씨드,기타,기타,7,False,False,False,,,플랙씨드,완1,
M04734,매실청,양념·기름,식초·발효,7,False,False,False,,,매실청,완1,
M04754,부추,기타,기타,7,False,False,False,,,부추,완1,
M04774,대패삽겹살,기타,기타,7,False,False,False,,,대패삽겹살,완1,
M04804,도시락용김,어패류,해조류,7,False,False,False,,,도시락용김,완1,
M04824,꽈리고추,채소류,열매채소,7,False,False,False,채소류,,꽈리고추,완1,
M04854,커피술깔루아,,,7,False,False,False,,,커피술깔루아,완1,
M04864,제과제빵용쌀가루,곡류·면,밀가루·전분,7,False,False,False,,,제과제빵용쌀가루,완1,
M04874,커피원두,기타,기타,7,False,False,False,,,커피원두,완1,
M04894,딸기코팅초콜릿,기타,기타,7,False,True,True,채소류,,딸기코팅초콜릿,완1,
M04904,물엿,양념·기름,당류,7,False,False,False,,,물엿,완1,
M04914,배간거,과일·견과,과일,7,False,False,False,,,배간거,완1,
M04924,레몬즙,기타,기타,7,False,True,True,과일류,,레몬즙,완1,
M04934,부챗살,기타,기타,7,False,False,False,,,부챗살,완1,
M04944,조선무,기타,기타,6,False,False,False,,,조선무,완1,
M04994,후추,,,6,False,False,False,,,후추,완1,
M05014,오미자액기스,기타,기타,6,False,False,False,,,오미자액기스,완1,
M05064,바닐라에센스,기타,기타,6,False,False,False,,,바닐라에센스,완1,
M05104,미니타르트지,기타,기타,6,False,False,False,,,미니타르트지,완1,
M05164,일반쌀,곡류·면,쌀,6,False,False,False,,,일반쌀,완1,
M05194,목우촌뚝심,기타,기타,6,False,False,False,,,목우촌뚝심,완1,
M05204,참기름,양념·기름,기름,6,False,False,False,,,참기름,완1,
M05214,호두살,과일·견과,견과·씨앗,6,False,True,True,특용작물,,호두살,완1,
M05224,식빵믹스,곡류·면,빵·곡식가공,6,False,False,False,,,식빵믹스,완1,
M05234,달래,,,6,False,False,False,,,달래,완1,
M05244,불향고춧기름,양념·기름,기름,6,False,False,False,,,불향고춧기름,완1,
M05254,메밀국수용쯔유,,,6,False,True,True,,,메밀국수용쯔유,완1,
M05264,미인고추,채소류,열매채소,6,False,False,False,,,미인고추,완1,
M05284,우렁살,기타,기타,6,False,False,False,,,우렁살,완1,
M05294,비름나물,채소류,잎채소,6,False,False,False,,,비름나물,완1,
M05314,오리,기타,기타,6,False,False,False,,,오리,완1,
M05324,전복껍데기,기타,기타,6,False,True,True,,,전복껍데기,완1,
M05344,가쓰오국물쯔유,양념·기름,기름,6,False,False,False,,,가쓰오국물쯔유,완1,
M05354,딸기,기타,기타,6,False,True,True,,,딸기,완1,
M05374,다진고수,기타,기타,6,False,False,False,,,다진고수,완1,
M05384,바케트,기타,기타,6,False,False,False,,,바케트,완1,
M05404,망고초콜릿,과일·견과,과일,6,False,True,True,과일류,,망고초콜릿,완1,
M05414,땡초고추,채소류,열매채소,6,False,False,False,,,땡초고추,완1,
M05424,부추한,,,6,False,True,True,,,부추한,완1,
M05454,로투스과자,기타,기타,6,False,False,False,,,로투스과자,완1,
M05464,헤이즐넛가루,곡류·면,밀가루·전분,6,False,False,False,,,헤이즐넛가루,완1,
M05474,간장,,,6,False,False,False,,,간장,완1,
M05484,초코칩쿠키믹스,기타,기타,6,False,False,False,,,초코칩쿠키믹스,완1,
M05494,보크라이스,기타,기타,6,False,False,False,,,보크라이스,완1,
M05534,다크커버쳐초콜릿,기타,기타,6,False,False,False,,,다크커버쳐초콜릿,완1,
M05554,아이스크림콘,유제품,우유·크림,6,False,False,False,,,아이스크림콘,완1,
M05564,방울토마토,채소류,열매채소,6,False,True,True,채소류,,방울토마토,완1,
M05574,캐슈넛가루,곡류·면,밀가루·전분,6,False,False,False,,,캐슈넛가루,완1,
M05604,카카오매스,기타,기타,6,False,False,False,,,카카오매스,완1,
M05614,떡볶이,곡류·면,떡,6,False,False,False,,,떡볶이,완1,
M05624,산적고기,기타,기타,6,False,False,False,,,산적고기,완1,
M05644,된장,,,6,False,False,False,,,된장,완1,
M05704,흑찰옥수수,기타,기타,5,False,True,True,식량작물,,흑찰옥수수,완1,
M05714,중간무,기타,기타,5,False,False,False,,,중간무,완1,
M05734,도톰동그랑땡,기타,기타,5,False,False,False,,,도톰동그랑땡,완1,
M05744,키위청,과일·견과,과일,5,False,False,False,,,키위청,완1,
M05754,로제토마토소스,채소류,열매채소,5,False,True,True,,,로제토마토소스,완1,
M05764,어린잎채소,기타,기타,5,False,False,False,,,어린잎채소,완1,
M05774,가자미,기타,기타,5,False,False,False,,,가자미,완1,
M05784,먹고남은치킨,기타,기타,5,False,False,False,,,먹고남은치킨,완1,
M05804,스위트콘통조림,기타,기타,5,False,False,False,,,스위트콘통조림,완1,
M05814,카레,기타,기타,5,False,False,False,,,카레,완1,
M05824,유자청,,,5,False,False,False,,,유자청,완1,
M05864,피마자잎,기타,기타,5,False,False,False,,,피마자잎,완1,
M05874,직화짜,양념·기름,식초·발효,5,False,False,False,,,직화짜,완1,
M05904,생강잼,기타,기타,5,False,True,True,채소류,,생강잼,완1,
M05914,무큐브,기타,기타,5,False,False,False,,,무큐브,완1,
M05934,백련초,기타,기타,5,False,False,False,,,백련초,완1,
M05944,메밀소면,곡류·면,면류,5,False,True,True,식량작물,,메밀소면,완1,
M05954,미니밤단호박,채소류,열매채소,5,False,True,True,채소류,,미니밤단호박,완1,
M05964,두부,가공식품,두부·묵,5,False,False,False,,,두부,완1,
M05974,참간초소스,,,5,False,False,False,,,참간초소스,완1,
M05994,해찬들약고추,채소류,열매채소,5,False,False,False,,,약고추,완1,
M06054,모닝두부,가공식품,두부·묵,5,False,False,False,,,모닝두부,완1,
M06064,벨페퍼,기타,기타,5,False,False,False,,,벨페퍼,완1,
M06084,미니돈까스,기타,기타,5,False,False,False,수산물,,미니돈까스,완1,
M06094,머스타드,기타,기타,5,False,False,False,,,머스타드,완1,
M06104,일본주,기타,주류,5,False,False,False,,,일본주,완1,
M06114,떡꼬치떡,곡류·면,떡,5,False,False,False,,,떡꼬치떡,완1,
M06124,현미쌀,곡류·면,쌀,5,False,False,False,,,현미쌀,완1,
M06134,홍삼밀원,기타,기타,5,False,False,False,,,홍삼밀원,완1,
M06164,스펀지케이크,기타,기타,5,False,False,False,,,스펀지케이크,완1,
M06174,근대잎,기타,기타,5,False,False,False,,,근대잎,완1,
M06184,청경채,양념·기름,식초·발효,5,False,True,True,,,청경채,완1,
M06204,파무침,,,5,False,False,False,,,파무침,완1,
M06214,생파슬리,채소류,양념채소,5,False,False,False,,,생파슬리,완1,
M06224,망초대나물,채소류,잎채소,5,False,False,False,,,망초대나물,완1,
M06234,바닐라럼주,기타,주류,5,False,False,False,,,바닐라럼주,완1,
M06244,산양삼,기타,기타,5,False,False,False,,,산양삼,완1,
M06274,쌀뜨물,곡류·면,쌀,5,False,False,False,,,쌀뜨물,완1,
M06284,패스츄리피자도우,기타,기타,5,False,False,False,,,패스츄리피자도우,완1,
M06294,황태채,기타,기타,5,False,True,True,수산물,,황태채,완1,
M06304,후추가루,곡류·면,밀가루·전분,5,False,False,False,,,후추가루,완1,
M06314,두유,양념·기름,기름,5,False,False,False,,,두유,완1,
M06324,콩비지,기타,기타,5,False,False,False,,,콩비지,완1,
M06334,반죽물,기타,물·음료,5,False,False,False,,,반죽물,완1,
M06344,번데기통조림,,,5,False,False,False,,,번데기통조림,완1,
M06374,스파게티면,채소류,양념채소,5,False,False,False,,,스파게티면,완1,
M06394,물겨자,기타,물·음료,5,False,False,False,,,물겨자,완1,
M06404,로즈마리,기타,기타,5,False,False,False,,,로즈마리,완1,
M06414,더비비고도가니탕,기타,기타,5,False,False,False,,,도가니탕,완1,
M06424,바나나,기타,기타,5,False,True,True,,,바나나,완1,
M06444,미강유,,,5,False,False,False,,,미강유,완1,
M06454,미니바나나,기타,기타,5,False,True,True,과일류,,미니바나나,완1,
M06464,매운고추,채소류,열매채소,5,False,False,False,,,매운고추,완1,
M06484,누룽지가루,곡류·면,밀가루·전분,5,False,False,False,,,누룽지가루,완1,
M06504,핫쵸코가루,곡류·면,밀가루·전분,5,False,False,False,,,핫쵸코가루,완1,
M06514,새싹,기타,기타,5,False,False,False,,,새싹,완1,
M06524,라이스페이퍼,기타,기타,5,False,False,False,,,라이스페이퍼,완1,
M06534,폰타나스프,기타,기타,5,False,False,False,,,폰타,완1,
M06544,마카로니,기타,기타,5,False,False,False,,,마카로니,완1,
M06554,청주,,,5,False,False,False,,,청주,완1,
M06564,우삽겹,기타,기타,5,False,False,False,,,우삽겹,완1,
M06574,딜허브,기타,기타,5,False,False,False,,,딜허브,완1,
M06594,요구르트,,,4,False,False,False,,,요구르트,완1,
M06604,시리오찹드토마토위드바질,채소류,열매채소,4,False,True,True,,,시리오찹드토마토위드바질,완1,
M06624,마요네즈,,,4,False,False,False,,,마요네즈,완1,
M06634,다진생강,기타,기타,4,False,True,True,,,다진생강,완1,
M06664,광어등살,,,4,False,False,False,,,광어등살,완1,
M06684,매실액,기타,기타,4,False,False,False,,,매실액,완1,
M06704,우동사리,기타,기타,4,False,False,False,,,우동사리,완1,
M06714,물조림,기타,물·음료,4,False,False,False,,,물조림,완1,
M06724,황태살,,,4,False,False,False,,,황태살,완1,
M06744,중화마늘소스,,,4,False,False,False,,,중화마늘소스,완1,
M06764,비스퀵가루,곡류·면,밀가루·전분,4,False,False,False,,,비스퀵가루,완1,
M06774,인스턴트커피원액,,,4,False,False,False,,,인스턴트커피원액,완1,
M06794,가죽순,기타,기타,4,False,False,False,,,가죽순,완1,
M06804,딸기잼,,,4,False,True,True,,,딸기잼,완1,
M06834,라면수프,,,4,False,False,False,,,라면수프,완1,
M06844,유자청소스,,,4,False,False,False,,,유자청소스,완1,
M06854,데운생크림,유제품,우유·크림,4,False,False,False,,,데운생크림,완1,
M06864,배추,,,4,False,True,True,,,배추,완1,
M06874,참깨,기타,기타,4,False,False,False,,,참깨,완1,
M06904,브라운슈거,기타,기타,4,False,False,False,,,브라운슈거,완1,
M06944,여린고추,채소류,열매채소,4,False,False,False,,,여린고추,완1,
M06954,조림용맛간,,,4,False,False,False,,,맛간,완1,
M06964,묵은지,가공식품,두부·묵,4,False,False,False,,,묵은지,완1,
M06974,고등어통조림,,,4,False,True,True,,,고등어통조림,완1,
M06994,불고기,기타,기타,4,False,False,False,,,불고기,완1,
M07014,알룰로오스,기타,기타,4,False,False,False,,,알룰로오스,완1,
M07024,피쉬소스,,,4,False,True,True,,,피쉬소스,완1,
M07044,올리고당밥,양념·기름,당류,4,False,False,False,,,올리고당밥,완1,
M07074,반건조생선,기타,기타,4,False,False,False,,,반건조생선,완1,
M07084,굵은소금,,,4,False,False,False,,,굵은소금,완1,
M07094,전복,기타,기타,4,False,True,True,,,전복,완1,
M07114,전복껍질,,,4,False,True,True,,,전복껍질,완1,
M07144,버터,유제품,버터,4,False,False,False,,,버터,완1,
M07154,초콜릿파우더,채소류,양념채소,4,False,False,False,,,초콜릿파우더,완1,
M07174,밥인원수만큼,기타,기타,4,False,False,False,,,밥인원수만큼,완1,
M07184,순살치킨,기타,기타,4,False,False,False,,,순살치킨,완1,
M07204,튀김가루,,,4,False,False,False,,,튀김가루,완1,
M07234,스위트콘마요소스,,,4,False,False,False,,,스위트콘마요소스,완1,
M07254,노르웨이고등어,,,4,False,True,True,,,노르웨이고등어,완1,
M07284,데리야끼소스,,,4,False,False,False,,,데리야끼소스,완1,
M07294,초코칩,기타,기타,4,False,False,False,,,초코칩,완1,
M07324,꼬마새,기타,기타,4,False,False,False,,,꼬마새,완1,
M07354,도넛가루,곡류·면,밀가루·전분,4,False,False,False,,,도넛가루,완1,
M07374,매운고추다진거,채소류,열매채소,4,False,False,False,,,매운고추다진거,완1,
M07384,굴소스,,,4,False,False,False,,,굴소스,완1,
M07394,스리라챠소스,기타,기타,4,False,False,False,,,스리라챠소스,완1,
M07414,있으면당,곡류·면,면류,4,False,False,False,,,있으면당,완1,
M07444,반건조명태,기타,기타,4,False,True,True,,,반건조명태,완1,
M07454,바질후레이크,기타,기타,4,False,False,False,,,바질후레이크,완1,
M07474,나빠쥬,기타,기타,4,False,False,False,,,나빠쥬,완1,
M07484,요리당,양념·기름,당류,4,False,False,False,,,요리당,완1,
M07494,닭가슴살통조림,,,4,False,False,False,,,닭가슴살통조림,완1,
M07504,미니전복,기타,기타,4,False,True,True,,,미니전복,완1,
M07524,미니새송이버섯,,,4,False,True,True,,,미니새송이버섯,완1,
M07534,생강술생강,기타,기타,4,False,True,True,,,생강술생강,완1,
M07564,가지,기타,기타,4,False,True,True,,,가지,완1,
M07574,다진페페론치노,기타,기타,4,False,False,False,,,다진페페론치노,완1,
M07584,어간장,,,4,False,False,False,,,어간장,완1,
M07594,닭정육두팩,육류·계란,닭고기,4,False,False,False,,,닭정육두팩,완1,
M07604,유근피,양념·기름,기름,4,False,False,False,,,유근피,완1,
M07614,콩나물무침,,,4,False,True,True,,,콩나물무침,완1,
M07624,떡갈비,곡류·면,떡,4,False,False,False,,,떡갈비,완1,
M07634,옥수수스프가루,,,4,False,True,True,,,옥수수스프가루,완1,
M07664,닭가슴살소세지,,,4,False,False,False,,,닭가슴살소세지,완1,
M07674,동남아고추,채소류,열매채소,4,False,False,False,,,동남아고추,완1,
M07684,치킨스톡액체,양념·기름,액젓·국물조미료,4,False,False,False,,,치킨스톡액체,완1,
M07694,분말수프,,,4,False,False,False,,,분말수프,완1,
M07714,묵은지잎,가공식품,두부·묵,4,False,False,False,,,묵은지잎,완1,
M07744,아몬드푸들,과일·견과,견과·씨앗,4,False,True,True,,,아몬드푸들,완1,
M07754,울외,,,4,False,False,False,,,울외,완1,
M07764,습식맵쌀가루,곡류·면,밀가루·전분,4,False,False,False,,,습식맵쌀가루,완1,
M07774,고추가루,,,4,False,False,False,,,고추가루,완1,
M07784,찹쌀불린거,,,4,False,True,True,,,찹쌀불린거,완1,
