ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,std_name_2nd,source_file,std_name_normalized,상품명,가격,단위,단위_수치,단위_문자,score,url
M03340,시즈닝가루,,,11,False,False,False,,,시즈닝가루,완10,,"쇠고기시즈닝[코리아제니스,소가루]680g",3112,680g,680.0,g,1.4,https://www.foodspring.co.kr/goods/detail/391100
M03374,현미,기타,기타,11,False,False,False,식량작물,,현미,완1,,현미(일반 1Kg/EA)/국내산,3375,1Kg,1.0,Kg,3.5,https://www.foodspring.co.kr/goods/detail/494960
M03496,다시멸치,,,10,False,False,False,,,다시멸치,완2,,다시멸치(국내산/육수용) 300g,2800,300g,300.0,g,3.5,https://www.foodspring.co.kr/goods/detail/759103
M03499,유럽샐러드채소,양념·기름,기름,10,False,False,False,,,유럽샐러드채소,완9,,⭐️카이피라 유럽상추 포기상추 샐러드채소 (2kg/EA)⭐️,10320,2kg,2.0,kg,0.85,https://www.foodspring.co.kr/goods/detail/713920
M03581,홀토마토통조림,채소류,열매채소,10,False,True,True,채소류,,홀토마토통조림,완4,,디벨라 홀토마토 통조림 400g,2008,400g,400.0,g,1.5,https://www.foodspring.co.kr/goods/detail/953810
M03667,과일청,양념·기름,식초·발효,10,False,False,False,,,과일청,완3,과일청,해태 과일촌 청포도드링크240ml,336,240ml,240.0,ml,1.5,https://www.foodspring.co.kr/goods/detail/682726
M03814,코코아파우더,채소류,양념채소,9,False,False,False,,,코코아파우더,완1,,선인_코코아파우더_350g/EA,5760,350g,350.0,g,1.5,https://www.foodspring.co.kr/goods/detail/751110
M03920,짜슐랭,기타,기타,9,False,False,False,,,짜슐랭,완10,,오뚜기 짜슐랭(멀티팩_145g*5입 725g/EA),4433,145g,145.0,g,2.1,https://www.foodspring.co.kr/goods/detail/690652
M03974,우유,유제품,우유·크림,9,False,True,True,축산물,,우유,완1,,우유(매일/카톤시유)200ml,512,200ml,200.0,ml,4.5,https://www.foodspring.co.kr/goods/detail/963931
M04091,감자중,,,8,False,True,True,,,감자중,완4,,국내산 감자 중 3kg,13520,3kg,3.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/821103
M04093,화이트초코,기타,기타,8,False,False,False,,,화이트초코,완6,,화이트 유산지 초코 스크립트 250매,9040,250매,250.0,매,0.5,https://www.foodspring.co.kr/goods/detail/658019
M04403,닭10호,육류·계란,닭고기,8,False,False,False,,,닭10호,완6,,생닭 1마리 국내산 1kg 10호,5800,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/948717
M04634,디포리,기타,기타,7,False,False,False,,,디포리,완1,,"디포리,1Kg,상품,실온,베트남",6640,1Kg,1.0,Kg,3.5,https://www.foodspring.co.kr/goods/detail/939153
M04808,모듬야채,기타,기타,7,False,False,False,수산물,,모듬야채,완8,,모듬야채(단지/PE)3kg,12480,3kg,3.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/966060
M04882,짜파게티만능소스,채소류,양념채소,7,False,False,False,,,짜파게티소스,완5,짜파게티소스,농심 짜파게티 만능소스 280g,3276,280g,280.0,g,1.5,https://www.foodspring.co.kr/goods/detail/479063
M04977,소고기볶음,,,6,False,False,False,,,소고기볶음,완3,소고기볶음,쇠고기다시다 골드(백설 250g) 소고기다시 육수내기 볶음 조리,10552,250g,250.0,g,0.75,https://www.foodspring.co.kr/goods/detail/460761
M05066,반세오가루,곡류·면,밀가루·전분,6,False,False,False,,,반세오가루,완2,,TAIKY 반세오(BANH XEO) 400G/EA _반쎄오가루 _동남아_동남아식재_아시안,1912,400G,400.0,G,0.05,https://www.foodspring.co.kr/goods/detail/975574
M05318,손질홍합,기타,기타,6,False,True,True,수산물,,손질홍합,완8,,냉동 자숙 홍합살 손질 깐 홍합 200g,1280,200g,200.0,g,1.4,https://www.foodspring.co.kr/goods/detail/887212
M05326,돈가스,기타,기타,6,False,False,False,,,돈가스,완2,,돈가스(한맥),9440,200g,200.0,g,3.5,https://www.foodspring.co.kr/goods/detail/518732
M05519,라벤더티백,기타,기타,6,False,False,False,,,라벤더티백,완9,,베티나르디 라벤더 30티백,6352,1박스,1.0,박스,0.5,https://www.foodspring.co.kr/goods/detail/663005
M05564,방울토마토,채소류,열매채소,6,False,True,True,채소류,,방울토마토,완1,,방울토마토 3번 500g [팩],2240,500g,500.0,g,3.5,https://www.foodspring.co.kr/goods/detail/843278
M05917,짜장가루,곡류·면,밀가루·전분,5,False,False,False,,,짜장가루,완3,짜장가루,짜장가루(오뚜기 1kg),7249,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/48883
M05965,마리브리자드바닐라시럽,기타,기타,5,False,False,False,,,바닐라시럽,완7,바닐라시럽,마리브리자드 바닐라시럽 700ml,12000,700ml,700.0,ml,1.5,https://www.foodspring.co.kr/goods/detail/529372
M06094,머스타드,기타,기타,5,False,False,False,,,머스타드,완1,,머스타드 900g/미담,2640,900g,900.0,g,3.5,https://www.foodspring.co.kr/goods/detail/760571
M06423,야채후레이크,기타,기타,5,False,False,False,,,야채후레이크,완6,,야채믹스후레이크 300g 경동시장,7200,300g,300.0,g,1.5,https://www.foodspring.co.kr/goods/detail/449970
M06510,카레소스,,,5,False,False,False,,,카레소스,완10,,인생소스 정통일본식 카레소스 1KG 5봉,25360,1KG,1.0,KG,1.4,https://www.foodspring.co.kr/goods/detail/902218
M06568,한끼곤드레,기타,기타,5,False,False,False,,,한끼곤드레,완8,,한끼통살 영양주먹밥(곤드레현미 100g/EA),900,100g,100.0,g,1.25,https://www.foodspring.co.kr/goods/detail/866779
M06624,마요네즈,,,4,False,False,False,,,마요네즈,완1,,"마요네즈(오뚜기,실온)",2832,300g,300.0,g,3.5,https://www.foodspring.co.kr/goods/detail/694084
M06643,닭다리뼈,,,4,False,False,False,,,닭다리뼈,완6,,"닭다리살 라르 2kg (냉동, 뼈없는 순살, 닭정육)",9040,2kg,2.0,kg,1.05,https://www.foodspring.co.kr/goods/detail/487152
M06732,초코머핀믹스,기타,기타,4,False,False,False,,,초코머핀믹스,완5,초코머핀믹스,초코머핀 프리믹스 1kg 업소용 제과 분말 홈베이킹,6600,1kg,1.0,kg,1.1,https://www.foodspring.co.kr/goods/detail/644155
M06974,고등어통조림,,,4,False,True,True,,,고등어통조림,완1,,고등어 통조림 1.8KG 오뚜기,9600,1.8KG,1.8,KG,1.5,https://www.foodspring.co.kr/goods/detail/526930
M06975,홉라생크림,,,4,False,False,False,,,홉라생크림,완7,홉라생크림,선인 홉라생크림 1L 무가당 냉장,4352,1L,1.0,L,2.5,https://www.foodspring.co.kr/goods/detail/455862
M07154,초콜릿파우더,채소류,양념채소,4,False,False,False,,,초콜릿파우더,완1,,[타코]카페 초콜릿 파우더(1kg),8360,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/777929
M07156,모닝글로리공심채,기타,기타,4,False,False,False,,,모닝글로리공심채,완2,,모닝글로리 (공심채) 1kg,10080,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/843548
M07230,친수간,,,4,False,False,False,,,친수간,완10,,CHIN-SU 친수간장(낫카)500ML/EA _베트남간장_동남아_동남아식재_아시안,2216,500ML,500.0,ML,0.25,https://www.foodspring.co.kr/goods/detail/975570
M07545,고슬한밥,기타,기타,4,False,False,False,,,고슬한밥,완7,고슬한밥,홍대 쭈밥 280g X 10팩 쫄깃한 쭈꾸미 식감에 고슬한 야채밥,40640,280g,280.0,g,0.7,https://www.foodspring.co.kr/goods/detail/810309
M07664,닭가슴살소세지,,,4,False,False,False,,,닭가슴살소세지,완1,,아임닭 닭가슴살후랑크 소시지(오리지널 120g/EA)x10 소세지,13665,120g,120.0,g,0.7,https://www.foodspring.co.kr/goods/detail/403925
M07670,초록식용색소,기타,기타,4,False,False,False,,,초록식용색소,완10,,초록분말색소(천우 30g) 업소용 식용 색소,2128,30g,30.0,g,1.3,https://www.foodspring.co.kr/goods/detail/811947
M07814,마라샹궈소스,기타,기타,4,False,False,False,,,마라샹궈소스,완1,,마라샹궈소스 110g/하이디라오,1552,110g,110.0,g,3.5,https://www.foodspring.co.kr/goods/detail/833847
M07913,황태채북어채,기타,기타,4,False,True,True,,,황태채북어채,완6,,황태채 500g 러시아산 북어채,15456,500g,500.0,g,1.5,https://www.foodspring.co.kr/goods/detail/812026
M07974,스파게티소스,,,4,False,False,False,,,스파게티소스,완1,,스파게티소스(토마토) 600g/오뚜기,3960,600g,600.0,g,3.5,https://www.foodspring.co.kr/goods/detail/760547
M08028,소금절임용,,,4,False,False,False,,,소금절임용,완8,,천일염(굵은 백설 3kg) 굵은소금 절임용,14800,3kg,3.0,kg,1.35,https://www.foodspring.co.kr/goods/detail/459020
M08051,홀토마토소스,채소류,열매채소,4,False,True,True,,,홀토마토소스,완4,,무띠 토마토홀 2.5kg 홀토마토 파스타소스 토마토소스,7040,2.5kg,2.5,kg,1.0,https://www.foodspring.co.kr/goods/detail/59611
M08284,갓김치,어패류,해조류,4,False,False,False,,,갓김치,완1,,"갓김치,1kg,한성,실온,중숙,국산",5336,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/647377
M08506,현미녹차티백,기타,기타,3,False,False,False,,,현미녹차티백,완2,,현미녹차 동서식품 녹차 티백 150g,8384,150g,150.0,g,1.5,https://www.foodspring.co.kr/goods/detail/932940
M08511,롱코코넛,기타,기타,3,False,False,False,,,롱코코넛,완4,,이든 코코넛롱 코코넛채 400g (상온),4384,400g,400.0,g,1.4,https://www.foodspring.co.kr/goods/detail/676854
M08740,월남쌈페이퍼,채소류,잎채소,3,False,False,False,,,월남쌈페이퍼,완10,,몬 월남쌈 라이스페이퍼 16cm 300g (사각),2112,300g,300.0,g,1.15,https://www.foodspring.co.kr/goods/detail/512430
M08787,단백질가루,곡류·면,밀가루·전분,3,False,False,False,,,단백질가루,완3,단백질가루,딜라이트프로젝트 단백질쉐이크(고구마미숫가루 45g/EA),1920,45g,45.0,g,0.95,https://www.foodspring.co.kr/goods/detail/933794
M08803,스프분말,,,3,False,False,False,,,스프분말,완6,,크림스프(한국에스비/분말/골드스푼)1kg,5168,1kg,1.0,kg,1.4,https://www.foodspring.co.kr/goods/detail/966994
M09198,마른버섯,채소류,버섯,3,False,False,False,,,마른버섯,완8,,마른표고버섯 홀 1kg,17864,1kg,1.0,kg,4.5,https://www.foodspring.co.kr/goods/detail/945866
M09249,파스타면푸실리,채소류,양념채소,3,False,False,False,,,파스타면푸실리,완9,,삼색푸실리(디벨라 500g)X24 업소용 파스타면 스파게티면 푸실리,78424,500g,500.0,g,0.65,https://www.foodspring.co.kr/goods/detail/480611
M09264,쿠키믹스,기타,기타,3,False,False,False,,,쿠키믹스,완1,,선인_초간편 멀티쿠키믹스,3104,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/932327
M09436,채소큐브,기타,기타,3,False,False,False,,,채소큐브,완2,,냉동 감자 다이스 1kg 손질 간편 채소 큐브 감자,2560,1kg,1.0,kg,1.1,https://www.foodspring.co.kr/goods/detail/766609
M09463,동치미,,,3,False,False,False,,,동치미,완6,,"동치미,1Kg,실온,중숙,국산",2168,1Kg,1.0,Kg,3.5,https://www.foodspring.co.kr/goods/detail/651776
M09518,배홍동비빔면,곡류·면,면류,3,False,False,False,,,배홍동비빔면,완8,,배홍동 비빔면 멀티팩 137G X 4개입 농심,4456,137G,137.0,G,3.25,https://www.foodspring.co.kr/goods/detail/543347
M09716,칵테일체리,기타,기타,3,False,True,True,,,칵테일체리,완2,,쿡샵 후르츠칵테일 3.062kg (파인애플/파파야/코코/체리),8560,3.062kg,3.062,kg,0.8,https://www.foodspring.co.kr/goods/detail/809540
M09851,핫케익가루,곡류·면,밀가루·전분,3,False,False,False,,,핫케익가루,완4,,핫케익가루(CJ)1kg,3888,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/964124
M09994,재래된,,,3,False,False,False,,,재래된,완1,,"재래된장, 6kg, 신송식품,실온",15040,6kg,6.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/693374
M10463,칼국수사리면,곡류·면,면류,3,False,False,False,,,칼국수사리면,완6,,평화 생생 칼국수 1.4kg × 5개 / 칼국수사리 칼국수면 생면 업소용,19600,1.4kg,1.4,kg,2.5,https://www.foodspring.co.kr/goods/detail/450126
M10554,방어살,기타,기타,3,False,False,False,,,방어살,완1,,방어(순살_80~100g/토막 KG)/국내산,9525,100g,100.0,g,1.3,https://www.foodspring.co.kr/goods/detail/497187
M10633,오트밀압착귀리,기타,기타,3,False,True,True,,,오트밀압착귀리,완6,,이든타운 오트밀(압착귀리 500g/EA),2513,500g,500.0,g,1.4,https://www.foodspring.co.kr/goods/detail/400556
M10748,절임소금,,,2,False,False,False,,,절임소금,완8,,천일염(신한주 3kg) 업소용 절임용 꽃소금,7904,3kg,3.0,kg,1.3,https://www.foodspring.co.kr/goods/detail/459006
M10846,나또,기타,기타,2,False,False,False,,,나또,완2,,코우 시가야 낫또 50g 3개입 일본 나또 나토,2080,50g,50.0,g,1.2,https://www.foodspring.co.kr/goods/detail/810998
M10907,거피들깨,,,2,False,True,True,,,들깨,완3,들깨,한식품 들깨가루 5kg 박피 기피 거피 탈피들깨가루,29561,5kg,5.0,kg,1.1,https://www.foodspring.co.kr/goods/detail/912149
M10989,큐브카레,기타,기타,2,False,False,False,,,큐브카레,완9,,(주)한창미트 돈후지 큐브1*1cm(냉동)짜장.카레 2kg 5팩,5600,2kg,2.0,kg,0.75,https://www.foodspring.co.kr/goods/detail/956349
M10996,대림선크라비아,기타,기타,2,False,False,False,,,대림선크라비아,완2,,대림선 크라비아(스틱형 60g/EA),623,60g,60.0,g,1.5,https://www.foodspring.co.kr/goods/detail/867007
M11044,멸치육수,,,2,False,False,False,,,멸치육수,완1,,멸치육수(롯데/프리미엄/0.9L),5040,0.9L,0.9,L,3.5,https://www.foodspring.co.kr/goods/detail/619240
M11086,아침햇살음료,기타,기타,2,False,False,False,,,아침햇살음료,완2,,아침햇살 페트병 1.5L x 12개 업소용 음료수,34240,1.5L,1.5,L,1.15,https://www.foodspring.co.kr/goods/detail/894352
M11111,김밥용밥,어패류,해조류,2,False,False,False,,,김밥용밥,완4,,다미 김밥용 돈까스 1kg 돈까스김밥,9576,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/546042
M11301,조각닭,육류·계란,닭고기,2,False,False,False,,,조각닭,완4,,사세 조각정육 2kg 절단 닭다리살,11920,2kg,2.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/936428
M11479,사골곰탕비비고,기타,기타,2,False,False,False,,,사골곰탕비비고,완9,,사골곰탕(CJ/비비고/상온)500g,1328,500g,500.0,g,1.5,https://www.foodspring.co.kr/goods/detail/965081
M11744,청고추,채소류,열매채소,2,False,False,False,,,청고추,완1,,청솔식품 베트남 건고추1kg 1개,12240,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/10702
M11854,잡채소스,,,2,False,False,False,,,잡채소스,완1,,잡채580g+소스540g / 팩/EA,7120,580g,580.0,g,1.5,https://www.foodspring.co.kr/goods/detail/875600
M12063,생면칼국수,곡류·면,면류,2,False,False,False,,,생면칼국수,완6,,칼국수 생면 평화 생칼국수 1.4Kg,7632,1.4Kg,1.4,Kg,3.5,https://www.foodspring.co.kr/goods/detail/926219
M12116,참치액젓,,,2,False,False,False,,,참치액젓,완2,,참치액젓(한라 1.8Kg),21800,1.8Kg,1.8,Kg,3.5,https://www.foodspring.co.kr/goods/detail/504465
M12335,마른문어,,,2,False,False,False,,,마른문어,완7,마른문어,가문어(고든오족 슬라이스 400g) 문어슬라이스 업소용문어 식자재 술안주 건문어 해산물안주 호프집안주 마른안주 고든가문어,19736,400g,400.0,g,-0.85,https://www.foodspring.co.kr/goods/detail/726554
M12444,된장육수용,,,2,False,False,False,,,된장육수용,완1,,된장망(세븐아트) 육수망 국물망 망국자 스텐망 업소용 식당용 주방용품 조리도구,7200,1개,1.0,개,-0.65,https://www.foodspring.co.kr/goods/detail/68287
M12513,전란,육류·계란,계란,2,False,True,True,,,전란,완6,,풍림 액상계란(전란액/냉동) 1kg,5464,1kg,1.0,kg,4.5,https://www.foodspring.co.kr/goods/detail/565565
M12535,카일스펌킨호박파우더,채소류,열매채소,2,False,True,True,,,카일스펌킨호박파우더,완7,카일스펌킨호박파우더,카일스 펌킨호박 파우더 500g,6112,500g,500.0,g,1.5,https://www.foodspring.co.kr/goods/detail/952033
M12634,글래드매직랩,,,2,False,False,False,,,글래드매직랩,완1,,글래드 매직랩 일반형 30cmx 21.6m 12개,75280,12개,12.0,개,0.15,https://www.foodspring.co.kr/goods/detail/902105
M12677,바사,기타,기타,2,False,False,False,,,바사,완3,바사,바사삭 핫도그(80g*10입 800g/EA),7328,80g,80.0,g,3.3,https://www.foodspring.co.kr/goods/detail/690925
M12774,키위소스,,,2,False,False,False,,,키위소스,완1,,이츠웰 키위소스(무지방 2Kg/EA),7215,2Kg,2.0,Kg,2.5,https://www.foodspring.co.kr/goods/detail/495272
M12870,청양초,,,2,False,False,False,,,청양초,완10,,먹판사 청양초 간장 고추지 4kg x 1개,13200,4kg,4.0,kg,2.35,https://www.foodspring.co.kr/goods/detail/950375
M12964,진미채,기타,기타,2,False,False,False,,,진미채,완1,,진미채무침(단지/NB)80g,2816,80g,80.0,g,3.5,https://www.foodspring.co.kr/goods/detail/966056
M13199,파프리카피망,,,2,False,True,True,,,파프리카피망,완9,,지지팜 청파프리카 2kg 청피망 대체사용 녹색,10240,2kg,2.0,kg,1.25,https://www.foodspring.co.kr/goods/detail/739229
M13257,세미드라이드토마토,채소류,열매채소,2,False,True,True,,,세미드라이드토마토,완3,세미드라이드토마토,세미드라이드 방울토마토 180G 폰티,6328,180G,180.0,G,1.5,https://www.foodspring.co.kr/goods/detail/546768
M13357,메추리알,,,2,False,False,False,,,메추리알,완3,메추리알,메추리알 1kg 냉장,9200,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/166369
M13563,왕갈비,기타,기타,2,False,False,False,,,왕갈비,완6,,식자재왕 소갈비찜 400g,6480,400g,400.0,g,1.5,https://www.foodspring.co.kr/goods/detail/826805
M13569,통닭발,육류·계란,닭고기,2,False,True,True,,,통닭발,완9,,통닭발(뼈있음) 국내산 10kg 냉동,48000,10kg,10.0,kg,5.5,https://www.foodspring.co.kr/goods/detail/67581
M13624,브로콜리,,,2,False,True,True,,,브로콜리,완1,,브로콜리(약3~400g/중국산) 1개,1520,400g,400.0,g,3.5,https://www.foodspring.co.kr/goods/detail/716274
M13905,감자채,,,2,False,True,True,,,감자채,완7,감자채,냉동삶은감자(채썰기 1Kg/EA),3083,1Kg,1.0,Kg,1.5,https://www.foodspring.co.kr/goods/detail/931252
M14026,다진야채,기타,기타,2,False,False,False,,,다진야채,완2,,황보마을 청피망(다이스 1kg) 냉동 피망 다진 야채 업소용,5088,1kg,1.0,kg,0.85,https://www.foodspring.co.kr/goods/detail/462412
M14206,올리브유튀김용,,,2,False,False,False,,,올리브유튀김용,완2,,[4개/무료배송] 시타 포마스올리브오일 포마스유 5L 이탈리아산 튀김 요리용 오일,26000,4개,4.0,개,-0.75,https://www.foodspring.co.kr/goods/detail/968657
M14402,육수닭,,,2,False,False,False,,,육수닭,완5,육수닭,육수용 닭발/국내산 1kg,4376,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/565609
M14507,청포도잼,과일·견과,과일,2,False,True,True,,,청포도잼,완3,청포도잼,오트리 청포도청크잼 1kg,11120,1kg,1.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/510156
M14555,소갈비소스,,,2,False,False,False,,,소갈비소스,완7,소갈비소스,오늘고기 소 갈비소스 5kg * 1봉,18400,5kg,5.0,kg,1.5,https://www.foodspring.co.kr/goods/detail/952879
M14653,고추고명용,채소류,열매채소,2,False,False,False,,,고추고명용,완6,,실고추 고명용 국내산 3gX10개,7000,3g,3.0,g,1.5,https://www.foodspring.co.kr/goods/detail/67409
M14724,찹쌀가루,,,2,False,True,True,,,찹쌀가루,완1,,"찹쌀가루[소연,복합찹쌀가루]300g",1496,300g,300.0,g,3.5,https://www.foodspring.co.kr/goods/detail/389834
M14735,파래생김,양념·기름,당류,2,False,False,False,,,파래생김,완7,파래생김,파래김(생김_100매입 250g/PAC)/국내산,9150,100매,100.0,매,0.2,https://www.foodspring.co.kr/goods/detail/499701
M15016,핫도그햄,,,2,False,False,False,,,핫도그햄,완2,,계명 후랑크소시지1kg 업소용 핫도그소세지 부대햄,7832,1kg,1.0,kg,1.15,https://www.foodspring.co.kr/goods/detail/462384
M15039,초콜릿아이스크림,유제품,우유·크림,2,False,False,False,,,초콜릿아이스크림,완9,,초코시럽(리고 567g)X4 식자재 업소용 카페재료 베이킹재료 디저트재료 초콜릿시럽 시럽 아이스크림토핑,24000,567g,567.0,g,0.65,https://www.foodspring.co.kr/goods/detail/53578
M15124,마쉬멜로우,,,2,False,False,False,,,마쉬멜로우,완1,,마쉬멜로우(포도) 하늘처럼 1kg,12720,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/798733
M15307,소염,,,2,False,False,False,,,소염,완3,소염,소염통,22000,2kg,2.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/461065
M15384,잉글리쉬블랙퍼스트티백,기타,기타,2,False,False,False,,,잉글리쉬블랙퍼스트티백,완1,,재프티 잉글리쉬블랙퍼스트(20티백 40g/EA),7725,40g,40.0,g,1.2,https://www.foodspring.co.kr/goods/detail/867949
M15427,혼합곡밥,기타,기타,2,False,True,True,,,혼합곡밥,완3,혼합곡밥,[국내최초] 혼합곡 호라산밀 루피니빈 2곡 잡곡쌀 잡곡밥 혼합잡곡 저당콩 당뇨콩 고단백,5200,800g,800.0,g,0.1,https://www.foodspring.co.kr/goods/detail/880992
M15606,스팸,,,2,False,False,False,,,스팸,완2,,스팸 햄캔(클래식 200g/EA),2560,200g,200.0,g,3.5,https://www.foodspring.co.kr/goods/detail/891289
M15608,고구마중,,,2,False,True,True,,,고구마중,완8,,네오스 고구마무스(중국산) 1kg 냉동,6240,1kg,1.0,kg,1.45,https://www.foodspring.co.kr/goods/detail/888538
M15920,오꼬노미야끼소스,,,2,False,False,False,,,오꼬노미야끼소스,완10,,"오꼬노미야끼소스(이엔푸드,실온)",9240,1.8L,1.8,L,3.5,https://www.foodspring.co.kr/goods/detail/693824
M15921,카놀라유식용유,,,2,False,False,False,,,카놀라유식용유,완4,,업소용 영미 카놀라유 18L 식용유(직배송),44160,18L,18.0,L,1.3,https://www.foodspring.co.kr/goods/detail/718607
M16070,새우가루,,,2,False,True,True,,,새우가루,완10,,새우가루 1kg 경동시장,12720,1kg,1.0,kg,3.5,https://www.foodspring.co.kr/goods/detail/449822
M16094,국간장,,,2,False,False,False,,,국간장,완1,,부천 몽고국간장 0.9L,2112,0.9L,0.9,L,2.5,https://www.foodspring.co.kr/goods/detail/589144
M16234,소고기다짐육,,,2,False,False,False,,,소고기다짐육,완1,,소고기 우목심 민찌 다짐육 1kg 냉동,14304,1kg,1.0,kg,1.45,https://www.foodspring.co.kr/goods/detail/645131
